"Step","no-actors 1, half cars (2024-01-17 21:18) - Best Reward","no-actors 1, half cars (2024-01-17 21:18) - Best Reward__MIN","no-actors 1, half cars (2024-01-17 21:18) - Best Reward__MAX","no-actors 1, half cars (2024-01-17 21:18) - RL_1_SAC Mean Price","no-actors 1, half cars (2024-01-17 21:18) - RL_1_SAC Mean Price__MIN","no-actors 1, half cars (2024-01-17 21:18) - RL_1_SAC Mean Price__MAX","no-actors 1, half cars (2024-01-08 15:20) - Best Reward","no-actors 1, half cars (2024-01-08 15:20) - Best Reward__MIN","no-actors 1, half cars (2024-01-08 15:20) - Best Reward__MAX","no-actors 1, half cars (2024-01-08 15:20) - RL_1_SAC Mean Price","no-actors 1, half cars (2024-01-08 15:20) - RL_1_SAC Mean Price__MIN","no-actors 1, half cars (2024-01-08 15:20) - RL_1_SAC Mean Price__MAX"
"30","11559.18068957329","11559.18068957329","11559.18068957329","3.7475079536437987","3.7475079536437987","3.7475079536437987","11902.324906301497","11902.324906301497","11902.324906301497","3.7833863615989687","3.7833863615989687","3.7833863615989687"
"31","11559.18068957329","11559.18068957329","11559.18068957329","3.8320957899093626","3.8320957899093626","3.8320957899093626","11902.324906301497","11902.324906301497","11902.324906301497","3.7547022819519045","3.7547022819519045","3.7547022819519045"
"32","11559.18068957329","11559.18068957329","11559.18068957329","3.756423020362854","3.756423020362854","3.756423020362854","11902.324906301497","11902.324906301497","11902.324906301497","3.646999514102936","3.646999514102936","3.646999514102936"
"33","11559.18068957329","11559.18068957329","11559.18068957329","3.758105969429016","3.758105969429016","3.758105969429016","11902.324906301497","11902.324906301497","11902.324906301497","3.766511285305023","3.766511285305023","3.766511285305023"
"34","11559.18068957329","11559.18068957329","11559.18068957329","3.850965476036072","3.850965476036072","3.850965476036072","11902.324906301497","11902.324906301497","11902.324906301497","3.6308035969734194","3.6308035969734194","3.6308035969734194"
"35","11559.18068957329","11559.18068957329","11559.18068957329","3.6889240741729736","3.6889240741729736","3.6889240741729736","11902.324906301497","11902.324906301497","11902.324906301497","3.7588732481002807","3.7588732481002807","3.7588732481002807"
"36","11559.18068957329","11559.18068957329","11559.18068957329","3.7212060689926147","3.7212060689926147","3.7212060689926147","11902.324906301497","11902.324906301497","11902.324906301497","3.625899851322174","3.625899851322174","3.625899851322174"
"37","11559.18068957329","11559.18068957329","11559.18068957329","3.7675142884254456","3.7675142884254456","3.7675142884254456","11902.324906301497","11902.324906301497","11902.324906301497","3.515432298183441","3.515432298183441","3.515432298183441"
"38","11559.18068957329","11559.18068957329","11559.18068957329","3.7795847415924073","3.7795847415924073","3.7795847415924073","11902.324906301497","11902.324906301497","11902.324906301497","3.6794946670532225","3.6794946670532225","3.6794946670532225"
"39","11559.18068957329","11559.18068957329","11559.18068957329","3.8803193092346193","3.8803193092346193","3.8803193092346193","11902.324906301497","11902.324906301497","11902.324906301497","3.6226767897605896","3.6226767897605896","3.6226767897605896"
"40","11559.18068957329","11559.18068957329","11559.18068957329","3.7006552815437317","3.7006552815437317","3.7006552815437317","11902.324906301497","11902.324906301497","11902.324906301497","3.705948257446289","3.705948257446289","3.705948257446289"
"41","11559.18068957329","11559.18068957329","11559.18068957329","3.7856800317764283","3.7856800317764283","3.7856800317764283","11902.324906301497","11902.324906301497","11902.324906301497","3.632552921772003","3.632552921772003","3.632552921772003"
"42","11559.18068957329","11559.18068957329","11559.18068957329","3.6835461020469666","3.6835461020469666","3.6835461020469666","11902.324906301497","11902.324906301497","11902.324906301497","3.7255171060562136","3.7255171060562136","3.7255171060562136"
"43","11559.18068957329","11559.18068957329","11559.18068957329","3.749709117412567","3.749709117412567","3.749709117412567","11902.324906301497","11902.324906301497","11902.324906301497","3.518762505054474","3.518762505054474","3.518762505054474"
"44","11559.18068957329","11559.18068957329","11559.18068957329","3.829286980628967","3.829286980628967","3.829286980628967","11902.324906301497","11902.324906301497","11902.324906301497","3.706698107719421","3.706698107719421","3.706698107719421"
"45","11559.18068957329","11559.18068957329","11559.18068957329","3.7479317665100096","3.7479317665100096","3.7479317665100096","11902.324906301497","11902.324906301497","11902.324906301497","3.708057963848114","3.708057963848114","3.708057963848114"
"46","11559.18068957329","11559.18068957329","11559.18068957329","3.7790700674057005","3.7790700674057005","3.7790700674057005","11902.324906301497","11902.324906301497","11902.324906301497","3.675622582435608","3.675622582435608","3.675622582435608"
"47","11559.18068957329","11559.18068957329","11559.18068957329","3.8502273321151734","3.8502273321151734","3.8502273321151734","11902.324906301497","11902.324906301497","11902.324906301497","3.653350603580475","3.653350603580475","3.653350603580475"
"48","11559.18068957329","11559.18068957329","11559.18068957329","3.8435165524482726","3.8435165524482726","3.8435165524482726","11902.324906301497","11902.324906301497","11902.324906301497","3.586135458946228","3.586135458946228","3.586135458946228"
"49","11559.18068957329","11559.18068957329","11559.18068957329","3.8948399662971496","3.8948399662971496","3.8948399662971496","11902.324906301497","11902.324906301497","11902.324906301497","3.66851806640625","3.66851806640625","3.66851806640625"
"50","11559.18068957329","11559.18068957329","11559.18068957329","3.814787137508392","3.814787137508392","3.814787137508392","11902.324906301497","11902.324906301497","11902.324906301497","3.6932953119277956","3.6932953119277956","3.6932953119277956"
"51","11559.18068957329","11559.18068957329","11559.18068957329","3.8406089782714843","3.8406089782714843","3.8406089782714843","11902.324906301497","11902.324906301497","11902.324906301497","3.528910756111145","3.528910756111145","3.528910756111145"
"52","11559.18068957329","11559.18068957329","11559.18068957329","3.8755326628685","3.8755326628685","3.8755326628685","11902.324906301497","11902.324906301497","11902.324906301497","3.675230252742767","3.675230252742767","3.675230252742767"
"53","11559.18068957329","11559.18068957329","11559.18068957329","3.7655568599700926","3.7655568599700926","3.7655568599700926","11902.324906301497","11902.324906301497","11902.324906301497","3.5967460751533507","3.5967460751533507","3.5967460751533507"
"54","11559.18068957329","11559.18068957329","11559.18068957329","3.779969131946564","3.779969131946564","3.779969131946564","11902.324906301497","11902.324906301497","11902.324906301497","3.778479015827179","3.778479015827179","3.778479015827179"
"55","11559.18068957329","11559.18068957329","11559.18068957329","3.924884295463562","3.924884295463562","3.924884295463562","11902.324906301497","11902.324906301497","11902.324906301497","3.729345917701721","3.729345917701721","3.729345917701721"
"56","11559.18068957329","11559.18068957329","11559.18068957329","3.8745468497276305","3.8745468497276305","3.8745468497276305","11902.324906301497","11902.324906301497","11902.324906301497","3.650330376625061","3.650330376625061","3.650330376625061"
"57","11559.18068957329","11559.18068957329","11559.18068957329","3.851382040977478","3.851382040977478","3.851382040977478","11902.324906301497","11902.324906301497","11902.324906301497","3.724152946472168","3.724152946472168","3.724152946472168"
"58","11559.18068957329","11559.18068957329","11559.18068957329","3.9690423011779785","3.9690423011779785","3.9690423011779785","11902.324906301497","11902.324906301497","11902.324906301497","3.5811881184577943","3.5811881184577943","3.5811881184577943"
"59","11559.18068957329","11559.18068957329","11559.18068957329","3.856620800495148","3.856620800495148","3.856620800495148","11902.324906301497","11902.324906301497","11902.324906301497","3.7093029737472536","3.7093029737472536","3.7093029737472536"
"60","11559.18068957329","11559.18068957329","11559.18068957329","3.886904239654541","3.886904239654541","3.886904239654541","11902.324906301497","11902.324906301497","11902.324906301497","3.6802851438522337","3.6802851438522337","3.6802851438522337"
"61","11559.18068957329","11559.18068957329","11559.18068957329","3.77921838760376","3.77921838760376","3.77921838760376","11902.324906301497","11902.324906301497","11902.324906301497","3.6854426741600035","3.6854426741600035","3.6854426741600035"
"62","11559.18068957329","11559.18068957329","11559.18068957329","3.8500856757164","3.8500856757164","3.8500856757164","11902.324906301497","11902.324906301497","11902.324906301497","3.6187386751174926","3.6187386751174926","3.6187386751174926"
"63","11559.18068957329","11559.18068957329","11559.18068957329","3.82958722114563","3.82958722114563","3.82958722114563","11902.324906301497","11902.324906301497","11902.324906301497","3.722515070438385","3.722515070438385","3.722515070438385"
"64","11559.18068957329","11559.18068957329","11559.18068957329","3.8886251568794252","3.8886251568794252","3.8886251568794252","11902.324906301497","11902.324906301497","11902.324906301497","3.6871262073516844","3.6871262073516844","3.6871262073516844"
"65","11559.18068957329","11559.18068957329","11559.18068957329","3.8836682200431825","3.8836682200431825","3.8836682200431825","11902.324906301497","11902.324906301497","11902.324906301497","3.7800151228904726","3.7800151228904726","3.7800151228904726"
"66","11559.18068957329","11559.18068957329","11559.18068957329","3.9120004296302797","3.9120004296302797","3.9120004296302797","12185.662168598175","12185.662168598175","12185.662168598175","3.696440541744232","3.696440541744232","3.696440541744232"
"67","11559.18068957329","11559.18068957329","11559.18068957329","3.8993397831916807","3.8993397831916807","3.8993397831916807","12185.662168598175","12185.662168598175","12185.662168598175","3.6852871060371397","3.6852871060371397","3.6852871060371397"
"68","11559.18068957329","11559.18068957329","11559.18068957329","3.890639078617096","3.890639078617096","3.890639078617096","12729.096601963043","12729.096601963043","12729.096601963043","3.657167971134186","3.657167971134186","3.657167971134186"
"69","11559.18068957329","11559.18068957329","11559.18068957329","3.839814066886902","3.839814066886902","3.839814066886902","12729.096601963043","12729.096601963043","12729.096601963043","3.8117073655128477","3.8117073655128477","3.8117073655128477"
"70","11559.18068957329","11559.18068957329","11559.18068957329","3.9069408416748046","3.9069408416748046","3.9069408416748046","12729.096601963043","12729.096601963043","12729.096601963043","3.702818727493286","3.702818727493286","3.702818727493286"
"71","11559.18068957329","11559.18068957329","11559.18068957329","3.8466939449310305","3.8466939449310305","3.8466939449310305","12729.096601963043","12729.096601963043","12729.096601963043","3.7312362432479858","3.7312362432479858","3.7312362432479858"
"72","11559.18068957329","11559.18068957329","11559.18068957329","3.9483567118644713","3.9483567118644713","3.9483567118644713","13487.90554280281","13487.90554280281","13487.90554280281","3.758715867996216","3.758715867996216","3.758715867996216"
"73","11559.18068957329","11559.18068957329","11559.18068957329","3.9205300569534303","3.9205300569534303","3.9205300569534303","13487.90554280281","13487.90554280281","13487.90554280281","3.7014957785606386","3.7014957785606386","3.7014957785606386"
"74","11559.18068957329","11559.18068957329","11559.18068957329","3.8907145738601683","3.8907145738601683","3.8907145738601683","13487.90554280281","13487.90554280281","13487.90554280281","3.6757469058036802","3.6757469058036802","3.6757469058036802"
"75","11559.18068957329","11559.18068957329","11559.18068957329","3.9206742525100706","3.9206742525100706","3.9206742525100706","13487.90554280281","13487.90554280281","13487.90554280281","3.8450517535209654","3.8450517535209654","3.8450517535209654"
"76","11559.18068957329","11559.18068957329","11559.18068957329","3.9406061291694643","3.9406061291694643","3.9406061291694643","13487.90554280281","13487.90554280281","13487.90554280281","3.78101487159729","3.78101487159729","3.78101487159729"
"77","11559.18068957329","11559.18068957329","11559.18068957329","3.8907235503196715","3.8907235503196715","3.8907235503196715","13487.90554280281","13487.90554280281","13487.90554280281","3.729250431060791","3.729250431060791","3.729250431060791"
"78","11559.18068957329","11559.18068957329","11559.18068957329","3.8532421708106996","3.8532421708106996","3.8532421708106996","13487.90554280281","13487.90554280281","13487.90554280281","3.729232370853424","3.729232370853424","3.729232370853424"
"79","12753.815997314454","12753.815997314454","12753.815997314454","3.882826805114746","3.882826805114746","3.882826805114746","13487.90554280281","13487.90554280281","13487.90554280281","3.720766603946686","3.720766603946686","3.720766603946686"
"80","12753.815997314454","12753.815997314454","12753.815997314454","3.9170005083084107","3.9170005083084107","3.9170005083084107","13487.90554280281","13487.90554280281","13487.90554280281","3.7527424454689027","3.7527424454689027","3.7527424454689027"
"81","12753.815997314454","12753.815997314454","12753.815997314454","3.851530647277832","3.851530647277832","3.851530647277832","13487.90554280281","13487.90554280281","13487.90554280281","3.7943987369537355","3.7943987369537355","3.7943987369537355"
"82","12753.815997314454","12753.815997314454","12753.815997314454","3.88860502243042","3.88860502243042","3.88860502243042","13487.90554280281","13487.90554280281","13487.90554280281","3.7536691188812257","3.7536691188812257","3.7536691188812257"
"83","12753.815997314454","12753.815997314454","12753.815997314454","3.921435022354126","3.921435022354126","3.921435022354126","13509.25099205971","13509.25099205971","13509.25099205971","3.710141134262085","3.710141134262085","3.710141134262085"
"84","12753.815997314454","12753.815997314454","12753.815997314454","3.8012715697288515","3.8012715697288515","3.8012715697288515","13509.25099205971","13509.25099205971","13509.25099205971","3.802222764492035","3.802222764492035","3.802222764492035"
"85","12753.815997314454","12753.815997314454","12753.815997314454","3.894131302833557","3.894131302833557","3.894131302833557","13509.25099205971","13509.25099205971","13509.25099205971","3.765421724319458","3.765421724319458","3.765421724319458"
"86","12753.815997314454","12753.815997314454","12753.815997314454","3.9216984868049622","3.9216984868049622","3.9216984868049622","13710.866281700133","13710.866281700133","13710.866281700133","3.791338837146759","3.791338837146759","3.791338837146759"
"87","13958.704991483688","13958.704991483688","13958.704991483688","3.87799733877182","3.87799733877182","3.87799733877182","13710.866281700133","13710.866281700133","13710.866281700133","3.826495146751404","3.826495146751404","3.826495146751404"
"88","13958.704991483688","13958.704991483688","13958.704991483688","3.94940048456192","3.94940048456192","3.94940048456192","13710.866281700133","13710.866281700133","13710.866281700133","3.8298255681991575","3.8298255681991575","3.8298255681991575"
"89","13958.704991483688","13958.704991483688","13958.704991483688","3.971839988231659","3.971839988231659","3.971839988231659","13710.866281700133","13710.866281700133","13710.866281700133","3.8897799611091615","3.8897799611091615","3.8897799611091615"
"90","13958.704991483688","13958.704991483688","13958.704991483688","3.9039198756217957","3.9039198756217957","3.9039198756217957","13710.866281700133","13710.866281700133","13710.866281700133","3.755885660648346","3.755885660648346","3.755885660648346"
"91","13958.704991483688","13958.704991483688","13958.704991483688","3.87622013092041","3.87622013092041","3.87622013092041","13964.920892381668","13964.920892381668","13964.920892381668","3.80673770904541","3.80673770904541","3.80673770904541"
"92","13958.704991483688","13958.704991483688","13958.704991483688","3.930790591239929","3.930790591239929","3.930790591239929","13964.920892381668","13964.920892381668","13964.920892381668","3.8669796228408813","3.8669796228408813","3.8669796228408813"
"93","13958.704991483688","13958.704991483688","13958.704991483688","3.984195578098297","3.984195578098297","3.984195578098297","13964.920892381668","13964.920892381668","13964.920892381668","3.8988962531089784","3.8988962531089784","3.8988962531089784"
"94","13958.704991483688","13958.704991483688","13958.704991483688","3.9001164555549623","3.9001164555549623","3.9001164555549623","13964.920892381668","13964.920892381668","13964.920892381668","3.7843416213989256","3.7843416213989256","3.7843416213989256"
"95","13958.704991483688","13958.704991483688","13958.704991483688","3.9268104076385497","3.9268104076385497","3.9268104076385497","13964.920892381668","13964.920892381668","13964.920892381668","3.8481098651885985","3.8481098651885985","3.8481098651885985"
"96","13958.704991483688","13958.704991483688","13958.704991483688","3.920919668674469","3.920919668674469","3.920919668674469","13964.920892381668","13964.920892381668","13964.920892381668","3.8780022263526917","3.8780022263526917","3.8780022263526917"
"97","13958.704991483688","13958.704991483688","13958.704991483688","3.940878891944885","3.940878891944885","3.940878891944885","13964.920892381668","13964.920892381668","13964.920892381668","3.8747600436210634","3.8747600436210634","3.8747600436210634"
"98","14023.650191259385","14023.650191259385","14023.650191259385","3.9277938842773437","3.9277938842773437","3.9277938842773437","13964.920892381668","13964.920892381668","13964.920892381668","3.828574872016907","3.828574872016907","3.828574872016907"
"99","14350.57441139221","14350.57441139221","14350.57441139221","3.889698886871338","3.889698886871338","3.889698886871338","13964.920892381668","13964.920892381668","13964.920892381668","3.7322495937347413","3.7322495937347413","3.7322495937347413"
"100","14350.57441139221","14350.57441139221","14350.57441139221","3.915771508216858","3.915771508216858","3.915771508216858","13964.920892381668","13964.920892381668","13964.920892381668","3.820900189876556","3.820900189876556","3.820900189876556"
"101","14350.57441139221","14350.57441139221","14350.57441139221","3.956406331062317","3.956406331062317","3.956406331062317","13964.920892381668","13964.920892381668","13964.920892381668","3.9153435707092283","3.9153435707092283","3.9153435707092283"
"102","14350.57441139221","14350.57441139221","14350.57441139221","3.954075884819031","3.954075884819031","3.954075884819031","13964.920892381668","13964.920892381668","13964.920892381668","3.81226509809494","3.81226509809494","3.81226509809494"
"103","14350.57441139221","14350.57441139221","14350.57441139221","3.9304668307304382","3.9304668307304382","3.9304668307304382","14242.802275180818","14242.802275180818","14242.802275180818","3.7682217955589294","3.7682217955589294","3.7682217955589294"
"104","14350.57441139221","14350.57441139221","14350.57441139221","3.9345365285873415","3.9345365285873415","3.9345365285873415","14242.802275180818","14242.802275180818","14242.802275180818","3.836144006252289","3.836144006252289","3.836144006252289"
"105","14350.57441139221","14350.57441139221","14350.57441139221","3.8785151124000548","3.8785151124000548","3.8785151124000548","14242.802275180818","14242.802275180818","14242.802275180818","3.8556241512298586","3.8556241512298586","3.8556241512298586"
"106","14350.57441139221","14350.57441139221","14350.57441139221","3.87926926612854","3.87926926612854","3.87926926612854","14242.802275180818","14242.802275180818","14242.802275180818","3.7559348344802856","3.7559348344802856","3.7559348344802856"
"107","15000.607268905636","15000.607268905636","15000.607268905636","3.9260568857192992","3.9260568857192992","3.9260568857192992","14242.802275180818","14242.802275180818","14242.802275180818","3.8184604406356812","3.8184604406356812","3.8184604406356812"
"108","15000.607268905636","15000.607268905636","15000.607268905636","3.9596933841705324","3.9596933841705324","3.9596933841705324","14242.802275180818","14242.802275180818","14242.802275180818","3.901384675502777","3.901384675502777","3.901384675502777"
"109","15000.607268905636","15000.607268905636","15000.607268905636","3.878825283050537","3.878825283050537","3.878825283050537","14493.707438468931","14493.707438468931","14493.707438468931","3.8001426219940186","3.8001426219940186","3.8001426219940186"
"110","15000.607268905636","15000.607268905636","15000.607268905636","3.8970446467399595","3.8970446467399595","3.8970446467399595","14493.707438468931","14493.707438468931","14493.707438468931","3.9605140328407287","3.9605140328407287","3.9605140328407287"
"111","15000.607268905636","15000.607268905636","15000.607268905636","3.851257085800171","3.851257085800171","3.851257085800171","14493.707438468931","14493.707438468931","14493.707438468931","3.858872961997986","3.858872961997986","3.858872961997986"
"112","15000.607268905636","15000.607268905636","15000.607268905636","3.869641363620758","3.869641363620758","3.869641363620758","14493.707438468931","14493.707438468931","14493.707438468931","3.863401162624359","3.863401162624359","3.863401162624359"
"113","15000.607268905636","15000.607268905636","15000.607268905636","3.9092601776123046","3.9092601776123046","3.9092601776123046","14493.707438468931","14493.707438468931","14493.707438468931","3.872062623500824","3.872062623500824","3.872062623500824"
"114","15955.013577270505","15955.013577270505","15955.013577270505","3.860184037685394","3.860184037685394","3.860184037685394","14493.707438468931","14493.707438468931","14493.707438468931","3.899739670753479","3.899739670753479","3.899739670753479"
"115","15955.013577270505","15955.013577270505","15955.013577270505","3.8384567737579345","3.8384567737579345","3.8384567737579345","14493.707438468931","14493.707438468931","14493.707438468931","3.868048357963562","3.868048357963562","3.868048357963562"
"116","15955.013577270505","15955.013577270505","15955.013577270505","3.9184533596038817","3.9184533596038817","3.9184533596038817","14493.707438468931","14493.707438468931","14493.707438468931","3.9211577653884886","3.9211577653884886","3.9211577653884886"
"117","15955.013577270505","15955.013577270505","15955.013577270505","3.8411250352859496","3.8411250352859496","3.8411250352859496","14493.707438468931","14493.707438468931","14493.707438468931","3.7929378032684324","3.7929378032684324","3.7929378032684324"
"118","15955.013577270505","15955.013577270505","15955.013577270505","3.8247045636177064","3.8247045636177064","3.8247045636177064","14493.707438468931","14493.707438468931","14493.707438468931","3.8534371852874756","3.8534371852874756","3.8534371852874756"
"119","15955.013577270505","15955.013577270505","15955.013577270505","3.8192627310752867","3.8192627310752867","3.8192627310752867","14493.707438468931","14493.707438468931","14493.707438468931","3.886619138717651","3.886619138717651","3.886619138717651"
"120","15955.013577270505","15955.013577270505","15955.013577270505","3.9093528270721434","3.9093528270721434","3.9093528270721434","14493.707438468931","14493.707438468931","14493.707438468931","3.945082414150238","3.945082414150238","3.945082414150238"
"121","15955.013577270505","15955.013577270505","15955.013577270505","3.9437201499938963","3.9437201499938963","3.9437201499938963","14493.707438468931","14493.707438468931","14493.707438468931","3.9141383528709413","3.9141383528709413","3.9141383528709413"
"122","16014.205902671814","16014.205902671814","16014.205902671814","3.8541503667831423","3.8541503667831423","3.8541503667831423","14493.707438468931","14493.707438468931","14493.707438468931","3.8951377153396605","3.8951377153396605","3.8951377153396605"
"123","16014.205902671814","16014.205902671814","16014.205902671814","3.88312281370163","3.88312281370163","3.88312281370163","14493.707438468931","14493.707438468931","14493.707438468931","3.8668252825737","3.8668252825737","3.8668252825737"
"124","16014.205902671814","16014.205902671814","16014.205902671814","3.8620264887809754","3.8620264887809754","3.8620264887809754","14493.707438468931","14493.707438468931","14493.707438468931","3.9311371207237245","3.9311371207237245","3.9311371207237245"
"125","16014.205902671814","16014.205902671814","16014.205902671814","3.8963408708572387","3.8963408708572387","3.8963408708572387","14493.707438468931","14493.707438468931","14493.707438468931","3.874992144107819","3.874992144107819","3.874992144107819"
"126","16014.205902671814","16014.205902671814","16014.205902671814","3.85981947183609","3.85981947183609","3.85981947183609","14493.707438468931","14493.707438468931","14493.707438468931","3.9241406321525574","3.9241406321525574","3.9241406321525574"
