"Step","no-actors 1, 300 (2024-01-03 20:59) - Best Reward","no-actors 1, 300 (2024-01-03 20:59) - Best Reward__MIN","no-actors 1, 300 (2024-01-03 20:59) - Best Reward__MAX","no-actors 1, 200 (2024-01-03 18:53) - Best Reward","no-actors 1, 200 (2024-01-03 18:53) - Best Reward__MIN","no-actors 1, 200 (2024-01-03 18:53) - Best Reward__MAX","no-actors 1, 100 (2024-01-03 16:49) - Best Reward","no-actors 1, 100 (2024-01-03 16:49) - Best Reward__MIN","no-actors 1, 100 (2024-01-03 16:49) - Best Reward__MAX"
"2082","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2083","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2084","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2085","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2086","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2087","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2088","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2089","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2090","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2091","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2092","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2093","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2094","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2095","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2096","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2097","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2098","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2099","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2100","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2101","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2102","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2103","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2104","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2105","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2106","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2107","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2108","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2109","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2110","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2111","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2112","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2113","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2114","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2115","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2116","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2117","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2118","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2119","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2120","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2121","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2122","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2123","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2124","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2125","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2126","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2127","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2128","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2129","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2130","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2131","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2132","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2133","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2134","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2135","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2136","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2137","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2138","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2139","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2140","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2141","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2142","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2143","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2144","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2145","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2146","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2147","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2148","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2149","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2150","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2151","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2152","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2153","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2154","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2155","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2156","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2157","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2158","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2159","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2160","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2161","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2162","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2163","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2164","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2165","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2166","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2167","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2168","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2169","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2170","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2171","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2172","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2173","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2174","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2175","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2176","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2177","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2178","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2179","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2180","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2181","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2182","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2183","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2184","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2185","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2186","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2187","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2188","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2189","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2190","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2191","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2192","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2193","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2194","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2195","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2196","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2197","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2198","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2199","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2200","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2201","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2202","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2203","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2204","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2205","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2206","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2207","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2208","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2209","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2210","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2211","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2212","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2213","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2214","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2215","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2216","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2217","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2218","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2219","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2220","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2221","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2222","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2223","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2224","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2225","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2226","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2227","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2228","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2229","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2230","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2231","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2232","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2233","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2234","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2235","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2236","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2237","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2238","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2239","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2240","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2241","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2242","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2243","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2244","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2245","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2246","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2247","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2248","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2249","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2250","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2251","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2252","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2253","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2254","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2255","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2256","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2257","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2258","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
"2259","20674.895639181137","20674.895639181137","20674.895639181137","17746.003455400467","17746.003455400467","17746.003455400467","11337.082398080825","11337.082398080825","11337.082398080825"
