"Step","no-actors 1 (2024-01-18 03:13) - Best Reward","no-actors 1 (2024-01-18 03:13) - Best Reward__MIN","no-actors 1 (2024-01-18 03:13) - Best Reward__MAX","no-actors 1 (2024-01-18 03:13) - RL_1_SAC Mean Price","no-actors 1 (2024-01-18 03:13) - RL_1_SAC Mean Price__MIN","no-actors 1 (2024-01-18 03:13) - RL_1_SAC Mean Price__MAX","no-actors 1 (2024-01-09 03:02) - Best Reward","no-actors 1 (2024-01-09 03:02) - Best Reward__MIN","no-actors 1 (2024-01-09 03:02) - Best Reward__MAX","no-actors 1 (2024-01-09 03:02) - RL_1_SAC Mean Price","no-actors 1 (2024-01-09 03:02) - RL_1_SAC Mean Price__MIN","no-actors 1 (2024-01-09 03:02) - RL_1_SAC Mean Price__MAX"
"1160","20945.81811356544","20945.81811356544","20945.81811356544","2.5164274334907533","2.5164274334907533","2.5164274334907533","17109.959950828554","17109.959950828554","17109.959950828554","3.642700207233429","3.642700207233429","3.642700207233429"
"1161","20945.81811356544","20945.81811356544","20945.81811356544","2.4942694544792174","2.4942694544792174","2.4942694544792174","17109.959950828554","17109.959950828554","17109.959950828554","3.6140359163284304","3.6140359163284304","3.6140359163284304"
"1162","20945.81811356544","20945.81811356544","20945.81811356544","2.4983101963996885","2.4983101963996885","2.4983101963996885","17109.959950828554","17109.959950828554","17109.959950828554","3.622246813774109","3.622246813774109","3.622246813774109"
"1163","20945.81811356544","20945.81811356544","20945.81811356544","2.4910171389579774","2.4910171389579774","2.4910171389579774","17109.959950828554","17109.959950828554","17109.959950828554","3.6155215740203857","3.6155215740203857","3.6155215740203857"
"1164","20945.81811356544","20945.81811356544","20945.81811356544","2.492603635787964","2.492603635787964","2.492603635787964","17109.959950828554","17109.959950828554","17109.959950828554","3.6256678700447083","3.6256678700447083","3.6256678700447083"
"1165","20945.81811356544","20945.81811356544","20945.81811356544","2.5075435638427734","2.5075435638427734","2.5075435638427734","17109.959950828554","17109.959950828554","17109.959950828554","3.62959246635437","3.62959246635437","3.62959246635437"
"1166","20945.81811356544","20945.81811356544","20945.81811356544","2.4826537132263184","2.4826537132263184","2.4826537132263184","17109.959950828554","17109.959950828554","17109.959950828554","3.6186531662940977","3.6186531662940977","3.6186531662940977"
"1167","20945.81811356544","20945.81811356544","20945.81811356544","2.51772027015686","2.51772027015686","2.51772027015686","17250.370338916782","17250.370338916782","17250.370338916782","3.633873128890991","3.633873128890991","3.633873128890991"
"1168","20945.81811356544","20945.81811356544","20945.81811356544","2.4899397611618044","2.4899397611618044","2.4899397611618044","17250.370338916782","17250.370338916782","17250.370338916782","3.6123781204223633","3.6123781204223633","3.6123781204223633"
"1169","20945.81811356544","20945.81811356544","20945.81811356544","2.5000287294387817","2.5000287294387817","2.5000287294387817","17250.370338916782","17250.370338916782","17250.370338916782","3.627913570404053","3.627913570404053","3.627913570404053"
"1170","20945.81811356544","20945.81811356544","20945.81811356544","2.492052602767944","2.492052602767944","2.492052602767944","17250.370338916782","17250.370338916782","17250.370338916782","3.6221235275268553","3.6221235275268553","3.6221235275268553"
"1171","20945.81811356544","20945.81811356544","20945.81811356544","2.4987330555915834","2.4987330555915834","2.4987330555915834","17250.370338916782","17250.370338916782","17250.370338916782","3.6202703714370728","3.6202703714370728","3.6202703714370728"
"1172","20945.81811356544","20945.81811356544","20945.81811356544","2.503490960597992","2.503490960597992","2.503490960597992","17250.370338916782","17250.370338916782","17250.370338916782","3.6234072923660277","3.6234072923660277","3.6234072923660277"
"1173","20945.81811356544","20945.81811356544","20945.81811356544","2.49329731464386","2.49329731464386","2.49329731464386","17250.370338916782","17250.370338916782","17250.370338916782","3.631791663169861","3.631791663169861","3.631791663169861"
"1174","20945.81811356544","20945.81811356544","20945.81811356544","2.5067723274230955","2.5067723274230955","2.5067723274230955","17250.370338916782","17250.370338916782","17250.370338916782","3.6285364389419557","3.6285364389419557","3.6285364389419557"
"1175","20945.81811356544","20945.81811356544","20945.81811356544","2.4675052762031555","2.4675052762031555","2.4675052762031555","17250.370338916782","17250.370338916782","17250.370338916782","3.624997866153717","3.624997866153717","3.624997866153717"
"1176","20945.81811356544","20945.81811356544","20945.81811356544","2.470303750038147","2.470303750038147","2.470303750038147","17250.370338916782","17250.370338916782","17250.370338916782","3.629098963737488","3.629098963737488","3.629098963737488"
"1177","20945.81811356544","20945.81811356544","20945.81811356544","2.484844076633453","2.484844076633453","2.484844076633453","17250.370338916782","17250.370338916782","17250.370338916782","3.6435095191001894","3.6435095191001894","3.6435095191001894"
"1178","20945.81811356544","20945.81811356544","20945.81811356544","2.497403860092163","2.497403860092163","2.497403860092163","17250.370338916782","17250.370338916782","17250.370338916782","3.6264376282691955","3.6264376282691955","3.6264376282691955"
"1179","20945.81811356544","20945.81811356544","20945.81811356544","2.4932239174842836","2.4932239174842836","2.4932239174842836","17250.370338916782","17250.370338916782","17250.370338916782","3.6315707206726073","3.6315707206726073","3.6315707206726073"
"1180","20945.81811356544","20945.81811356544","20945.81811356544","2.5046614527702333","2.5046614527702333","2.5046614527702333","17250.370338916782","17250.370338916782","17250.370338916782","3.6457935571670532","3.6457935571670532","3.6457935571670532"
"1181","20945.81811356544","20945.81811356544","20945.81811356544","2.480885994434357","2.480885994434357","2.480885994434357","17250.370338916782","17250.370338916782","17250.370338916782","3.6331467390060426","3.6331467390060426","3.6331467390060426"
"1182","20945.81811356544","20945.81811356544","20945.81811356544","2.4764254450798036","2.4764254450798036","2.4764254450798036","17250.370338916782","17250.370338916782","17250.370338916782","3.6294594526290895","3.6294594526290895","3.6294594526290895"
"1183","20945.81811356544","20945.81811356544","20945.81811356544","2.5029194593429565","2.5029194593429565","2.5029194593429565","17250.370338916782","17250.370338916782","17250.370338916782","3.6103718876838684","3.6103718876838684","3.6103718876838684"
"1184","20945.81811356544","20945.81811356544","20945.81811356544","2.4791133761405946","2.4791133761405946","2.4791133761405946","17250.370338916782","17250.370338916782","17250.370338916782","3.636719214916229","3.636719214916229","3.636719214916229"
"1185","20945.81811356544","20945.81811356544","20945.81811356544","2.483441424369812","2.483441424369812","2.483441424369812","17250.370338916782","17250.370338916782","17250.370338916782","3.6277974128723143","3.6277974128723143","3.6277974128723143"
"1186","20945.81811356544","20945.81811356544","20945.81811356544","2.488209235668182","2.488209235668182","2.488209235668182","17250.370338916782","17250.370338916782","17250.370338916782","3.654215431213379","3.654215431213379","3.654215431213379"
"1187","20945.81811356544","20945.81811356544","20945.81811356544","2.474086284637451","2.474086284637451","2.474086284637451","17250.370338916782","17250.370338916782","17250.370338916782","3.639461898803711","3.639461898803711","3.639461898803711"
"1188","20945.81811356544","20945.81811356544","20945.81811356544","2.4977305054664614","2.4977305054664614","2.4977305054664614","17250.370338916782","17250.370338916782","17250.370338916782","3.642321968078613","3.642321968078613","3.642321968078613"
"1189","20945.81811356544","20945.81811356544","20945.81811356544","2.4863604307174683","2.4863604307174683","2.4863604307174683","17250.370338916782","17250.370338916782","17250.370338916782","3.653900420665741","3.653900420665741","3.653900420665741"
"1190","20945.81811356544","20945.81811356544","20945.81811356544","2.505543076992035","2.505543076992035","2.505543076992035","17250.370338916782","17250.370338916782","17250.370338916782","3.644579565525055","3.644579565525055","3.644579565525055"
"1191","20945.81811356544","20945.81811356544","20945.81811356544","2.4956019043922426","2.4956019043922426","2.4956019043922426","17250.370338916782","17250.370338916782","17250.370338916782","3.6441327691078187","3.6441327691078187","3.6441327691078187"
"1192","20945.81811356544","20945.81811356544","20945.81811356544","2.489274525642395","2.489274525642395","2.489274525642395","17250.370338916782","17250.370338916782","17250.370338916782","3.6411791682243346","3.6411791682243346","3.6411791682243346"
"1193","20945.81811356544","20945.81811356544","20945.81811356544","2.5065334320068358","2.5065334320068358","2.5065334320068358","17250.370338916782","17250.370338916782","17250.370338916782","3.6557870626449587","3.6557870626449587","3.6557870626449587"
"1194","20945.81811356544","20945.81811356544","20945.81811356544","2.486304223537445","2.486304223537445","2.486304223537445","17250.370338916782","17250.370338916782","17250.370338916782","3.6611331343650817","3.6611331343650817","3.6611331343650817"
"1195","20945.81811356544","20945.81811356544","20945.81811356544","2.4969678640365602","2.4969678640365602","2.4969678640365602","17250.370338916782","17250.370338916782","17250.370338916782","3.6435288429260253","3.6435288429260253","3.6435288429260253"
"1196","20945.81811356544","20945.81811356544","20945.81811356544","2.4907925605773924","2.4907925605773924","2.4907925605773924","17250.370338916782","17250.370338916782","17250.370338916782","3.648222327232361","3.648222327232361","3.648222327232361"
"1197","20945.81811356544","20945.81811356544","20945.81811356544","2.4880852341651916","2.4880852341651916","2.4880852341651916","17250.370338916782","17250.370338916782","17250.370338916782","3.6385839939117433","3.6385839939117433","3.6385839939117433"
"1198","20945.81811356544","20945.81811356544","20945.81811356544","2.507470166683197","2.507470166683197","2.507470166683197","17250.370338916782","17250.370338916782","17250.370338916782","3.6545491456985473","3.6545491456985473","3.6545491456985473"
"1199","20945.81811356544","20945.81811356544","20945.81811356544","2.492579996585846","2.492579996585846","2.492579996585846","17250.370338916782","17250.370338916782","17250.370338916782","3.6399770617485045","3.6399770617485045","3.6399770617485045"
"1200","20945.81811356544","20945.81811356544","20945.81811356544","2.4865030646324158","2.4865030646324158","2.4865030646324158","17250.370338916782","17250.370338916782","17250.370338916782","3.6529894828796388","3.6529894828796388","3.6529894828796388"
"1201","20945.81811356544","20945.81811356544","20945.81811356544","2.501363289356232","2.501363289356232","2.501363289356232","17250.370338916782","17250.370338916782","17250.370338916782","3.634026563167572","3.634026563167572","3.634026563167572"
"1202","20945.81811356544","20945.81811356544","20945.81811356544","2.487328624725342","2.487328624725342","2.487328624725342","17250.370338916782","17250.370338916782","17250.370338916782","3.650987076759338","3.650987076759338","3.650987076759338"
"1203","20945.81811356544","20945.81811356544","20945.81811356544","2.4997564435005186","2.4997564435005186","2.4997564435005186","17250.370338916782","17250.370338916782","17250.370338916782","3.6424067616462708","3.6424067616462708","3.6424067616462708"
"1204","20945.81811356544","20945.81811356544","20945.81811356544","2.489728796482086","2.489728796482086","2.489728796482086","17250.370338916782","17250.370338916782","17250.370338916782","3.6649094223976135","3.6649094223976135","3.6649094223976135"
"1205","20945.81811356544","20945.81811356544","20945.81811356544","2.493874025344849","2.493874025344849","2.493874025344849","17250.370338916782","17250.370338916782","17250.370338916782","3.65654970407486","3.65654970407486","3.65654970407486"
"1206","20945.81811356544","20945.81811356544","20945.81811356544","2.5056915879249573","2.5056915879249573","2.5056915879249573","17250.370338916782","17250.370338916782","17250.370338916782","3.647955393791199","3.647955393791199","3.647955393791199"
"1207","20945.81811356544","20945.81811356544","20945.81811356544","2.5055052399635316","2.5055052399635316","2.5055052399635316","17250.370338916782","17250.370338916782","17250.370338916782","3.6435205698013307","3.6435205698013307","3.6435205698013307"
"1208","20945.81811356544","20945.81811356544","20945.81811356544","2.5009697675704956","2.5009697675704956","2.5009697675704956","17250.370338916782","17250.370338916782","17250.370338916782","3.657124662399292","3.657124662399292","3.657124662399292"
"1209","20945.81811356544","20945.81811356544","20945.81811356544","2.482503819465637","2.482503819465637","2.482503819465637","17250.370338916782","17250.370338916782","17250.370338916782","3.6679043650627134","3.6679043650627134","3.6679043650627134"
"1210","20945.81811356544","20945.81811356544","20945.81811356544","2.499573016166687","2.499573016166687","2.499573016166687","17250.370338916782","17250.370338916782","17250.370338916782","3.6656067728996278","3.6656067728996278","3.6656067728996278"
"1211","20945.81811356544","20945.81811356544","20945.81811356544","2.501614487171173","2.501614487171173","2.501614487171173","17250.370338916782","17250.370338916782","17250.370338916782","3.6380828738212587","3.6380828738212587","3.6380828738212587"
"1212","20945.81811356544","20945.81811356544","20945.81811356544","2.5001007556915282","2.5001007556915282","2.5001007556915282","17250.370338916782","17250.370338916782","17250.370338916782","3.654907190799713","3.654907190799713","3.654907190799713"
"1213","20945.81811356544","20945.81811356544","20945.81811356544","2.4967245221138","2.4967245221138","2.4967245221138","17250.370338916782","17250.370338916782","17250.370338916782","3.6527368307113646","3.6527368307113646","3.6527368307113646"
"1214","20945.81811356544","20945.81811356544","20945.81811356544","2.5000998854637144","2.5000998854637144","2.5000998854637144","17250.370338916782","17250.370338916782","17250.370338916782","3.666881966590881","3.666881966590881","3.666881966590881"
"1215","20945.81811356544","20945.81811356544","20945.81811356544","2.5052883505821226","2.5052883505821226","2.5052883505821226","17250.370338916782","17250.370338916782","17250.370338916782","3.6609821557998656","3.6609821557998656","3.6609821557998656"
"1216","20945.81811356544","20945.81811356544","20945.81811356544","2.487056088447571","2.487056088447571","2.487056088447571","17250.370338916782","17250.370338916782","17250.370338916782","3.6587823748588564","3.6587823748588564","3.6587823748588564"
"1217","20945.81811356544","20945.81811356544","20945.81811356544","2.4948702573776247","2.4948702573776247","2.4948702573776247","17250.370338916782","17250.370338916782","17250.370338916782","3.662739658355713","3.662739658355713","3.662739658355713"
"1218","20945.81811356544","20945.81811356544","20945.81811356544","2.4918951272964476","2.4918951272964476","2.4918951272964476","17250.370338916782","17250.370338916782","17250.370338916782","3.6382732629776","3.6382732629776","3.6382732629776"
"1219","20945.81811356544","20945.81811356544","20945.81811356544","2.4932342290878298","2.4932342290878298","2.4932342290878298","17250.370338916782","17250.370338916782","17250.370338916782","3.6503867149353026","3.6503867149353026","3.6503867149353026"
"1220","20945.81811356544","20945.81811356544","20945.81811356544","2.495138931274414","2.495138931274414","2.495138931274414","17250.370338916782","17250.370338916782","17250.370338916782","3.6559261798858644","3.6559261798858644","3.6559261798858644"
"1221","20945.81811356544","20945.81811356544","20945.81811356544","2.499821996688843","2.499821996688843","2.499821996688843","17250.370338916782","17250.370338916782","17250.370338916782","3.6545056223869326","3.6545056223869326","3.6545056223869326"
"1222","20945.81811356544","20945.81811356544","20945.81811356544","2.4928354978561402","2.4928354978561402","2.4928354978561402","17250.370338916782","17250.370338916782","17250.370338916782","3.666974723339081","3.666974723339081","3.666974723339081"
"1223","20945.81811356544","20945.81811356544","20945.81811356544","2.4920724987983705","2.4920724987983705","2.4920724987983705","17250.370338916782","17250.370338916782","17250.370338916782","3.6539864897727967","3.6539864897727967","3.6539864897727967"
"1224","20945.81811356544","20945.81811356544","20945.81811356544","2.4928929448127746","2.4928929448127746","2.4928929448127746","17250.370338916782","17250.370338916782","17250.370338916782","3.660512828826904","3.660512828826904","3.660512828826904"
"1225","20945.81811356544","20945.81811356544","20945.81811356544","2.4765394806861876","2.4765394806861876","2.4765394806861876","17250.370338916782","17250.370338916782","17250.370338916782","3.6929898262023926","3.6929898262023926","3.6929898262023926"
"1226","20945.81811356544","20945.81811356544","20945.81811356544","2.4843772411346436","2.4843772411346436","2.4843772411346436","17250.370338916782","17250.370338916782","17250.370338916782","3.659120428562164","3.659120428562164","3.659120428562164"
"1227","20945.81811356544","20945.81811356544","20945.81811356544","2.488368737697601","2.488368737697601","2.488368737697601","17250.370338916782","17250.370338916782","17250.370338916782","3.6557936906814574","3.6557936906814574","3.6557936906814574"
"1228","20945.81811356544","20945.81811356544","20945.81811356544","2.4821141362190247","2.4821141362190247","2.4821141362190247","17250.370338916782","17250.370338916782","17250.370338916782","3.6832157969474792","3.6832157969474792","3.6832157969474792"
"1229","20945.81811356544","20945.81811356544","20945.81811356544","2.492183542251587","2.492183542251587","2.492183542251587","17250.370338916782","17250.370338916782","17250.370338916782","3.6610306024551393","3.6610306024551393","3.6610306024551393"
"1230","20945.81811356544","20945.81811356544","20945.81811356544","2.486003279685974","2.486003279685974","2.486003279685974","17250.370338916782","17250.370338916782","17250.370338916782","3.639973783493042","3.639973783493042","3.639973783493042"
"1231","20945.81811356544","20945.81811356544","20945.81811356544","2.4804362297058105","2.4804362297058105","2.4804362297058105","17250.370338916782","17250.370338916782","17250.370338916782","3.6589964747428896","3.6589964747428896","3.6589964747428896"
"1232","20945.81811356544","20945.81811356544","20945.81811356544","2.487377953529358","2.487377953529358","2.487377953529358","17250.370338916782","17250.370338916782","17250.370338916782","3.6557517886161803","3.6557517886161803","3.6557517886161803"
"1233","20945.81811356544","20945.81811356544","20945.81811356544","2.49213525056839","2.49213525056839","2.49213525056839","17250.370338916782","17250.370338916782","17250.370338916782","3.6596588015556337","3.6596588015556337","3.6596588015556337"
"1234","20945.81811356544","20945.81811356544","20945.81811356544","2.4959448099136354","2.4959448099136354","2.4959448099136354","17250.370338916782","17250.370338916782","17250.370338916782","3.6503612279891966","3.6503612279891966","3.6503612279891966"
"1235","20945.81811356544","20945.81811356544","20945.81811356544","2.4897241950035096","2.4897241950035096","2.4897241950035096","17250.370338916782","17250.370338916782","17250.370338916782","3.6741397619247436","3.6741397619247436","3.6741397619247436"
"1236","20945.81811356544","20945.81811356544","20945.81811356544","2.4637989521026613","2.4637989521026613","2.4637989521026613","17250.370338916782","17250.370338916782","17250.370338916782","3.67702054977417","3.67702054977417","3.67702054977417"
"1237","20945.81811356544","20945.81811356544","20945.81811356544","2.490729773044586","2.490729773044586","2.490729773044586","17250.370338916782","17250.370338916782","17250.370338916782","3.674396443367004","3.674396443367004","3.674396443367004"
"1238","20945.81811356544","20945.81811356544","20945.81811356544","2.485459768772125","2.485459768772125","2.485459768772125","17250.370338916782","17250.370338916782","17250.370338916782","3.6642479300498962","3.6642479300498962","3.6642479300498962"
"1239","20945.81811356544","20945.81811356544","20945.81811356544","2.4839743614196776","2.4839743614196776","2.4839743614196776","17250.370338916782","17250.370338916782","17250.370338916782","3.671228659152985","3.671228659152985","3.671228659152985"
"1240","20945.81811356544","20945.81811356544","20945.81811356544","2.486282205581665","2.486282205581665","2.486282205581665","17250.370338916782","17250.370338916782","17250.370338916782","3.6666473507881165","3.6666473507881165","3.6666473507881165"
"1241","20945.81811356544","20945.81811356544","20945.81811356544","2.4748756766319273","2.4748756766319273","2.4748756766319273","17250.370338916782","17250.370338916782","17250.370338916782","3.671886169910431","3.671886169910431","3.671886169910431"
"1242","20945.81811356544","20945.81811356544","20945.81811356544","2.4911734223365785","2.4911734223365785","2.4911734223365785","17250.370338916782","17250.370338916782","17250.370338916782","3.6731525897979735","3.6731525897979735","3.6731525897979735"
"1243","20945.81811356544","20945.81811356544","20945.81811356544","2.48178551197052","2.48178551197052","2.48178551197052","17250.370338916782","17250.370338916782","17250.370338916782","3.6671353459358214","3.6671353459358214","3.6671353459358214"
"1244","20945.81811356544","20945.81811356544","20945.81811356544","2.496194899082184","2.496194899082184","2.496194899082184","17250.370338916782","17250.370338916782","17250.370338916782","3.670387899875641","3.670387899875641","3.670387899875641"
"1245","20945.81811356544","20945.81811356544","20945.81811356544","2.480192506313324","2.480192506313324","2.480192506313324","17250.370338916782","17250.370338916782","17250.370338916782","3.6691706776618958","3.6691706776618958","3.6691706776618958"
"1246","20945.81811356544","20945.81811356544","20945.81811356544","2.47302063703537","2.47302063703537","2.47302063703537","17250.370338916782","17250.370338916782","17250.370338916782","3.6613241314888","3.6613241314888","3.6613241314888"
"1247","20945.81811356544","20945.81811356544","20945.81811356544","2.477617013454437","2.477617013454437","2.477617013454437","17250.370338916782","17250.370338916782","17250.370338916782","3.663796126842499","3.663796126842499","3.663796126842499"
"1248","20945.81811356544","20945.81811356544","20945.81811356544","2.4947896599769592","2.4947896599769592","2.4947896599769592","17250.370338916782","17250.370338916782","17250.370338916782","3.660689628124237","3.660689628124237","3.660689628124237"
"1249","20945.81811356544","20945.81811356544","20945.81811356544","2.478986620903015","2.478986620903015","2.478986620903015","17250.370338916782","17250.370338916782","17250.370338916782","3.675246465206146","3.675246465206146","3.675246465206146"
"1250","20945.81811356544","20945.81811356544","20945.81811356544","2.473359763622284","2.473359763622284","2.473359763622284","17250.370338916782","17250.370338916782","17250.370338916782","3.684068667888641","3.684068667888641","3.684068667888641"
"1251","20945.81811356544","20945.81811356544","20945.81811356544","2.4859264135360717","2.4859264135360717","2.4859264135360717","17250.370338916782","17250.370338916782","17250.370338916782","3.6491504549980163","3.6491504549980163","3.6491504549980163"
"1252","20945.81811356544","20945.81811356544","20945.81811356544","2.4943886160850526","2.4943886160850526","2.4943886160850526","17250.370338916782","17250.370338916782","17250.370338916782","3.671291935443878","3.671291935443878","3.671291935443878"
"1253","20945.81811356544","20945.81811356544","20945.81811356544","2.488518249988556","2.488518249988556","2.488518249988556","17250.370338916782","17250.370338916782","17250.370338916782","3.6929628610610963","3.6929628610610963","3.6929628610610963"
"1254","20945.81811356544","20945.81811356544","20945.81811356544","2.4903881669044496","2.4903881669044496","2.4903881669044496","17250.370338916782","17250.370338916782","17250.370338916782","3.6805787682533264","3.6805787682533264","3.6805787682533264"
"1255","20945.81811356544","20945.81811356544","20945.81811356544","2.4863412976264954","2.4863412976264954","2.4863412976264954","17250.370338916782","17250.370338916782","17250.370338916782","3.6867177844047547","3.6867177844047547","3.6867177844047547"
"1256","20945.81811356544","20945.81811356544","20945.81811356544","2.480220913887024","2.480220913887024","2.480220913887024","17250.370338916782","17250.370338916782","17250.370338916782","3.6838837265968323","3.6838837265968323","3.6838837265968323"
"1257","20945.81811356544","20945.81811356544","20945.81811356544","2.4867727398872375","2.4867727398872375","2.4867727398872375","17250.370338916782","17250.370338916782","17250.370338916782","3.6762094020843508","3.6762094020843508","3.6762094020843508"
"1258","20945.81811356544","20945.81811356544","20945.81811356544","2.465039813518524","2.465039813518524","2.465039813518524","17250.370338916782","17250.370338916782","17250.370338916782","3.685801863670349","3.685801863670349","3.685801863670349"
"1259","20945.81811356544","20945.81811356544","20945.81811356544","2.4828635334968565","2.4828635334968565","2.4828635334968565","17250.370338916782","17250.370338916782","17250.370338916782","3.6821273446083067","3.6821273446083067","3.6821273446083067"
"1260","20945.81811356544","20945.81811356544","20945.81811356544","2.4777884483337402","2.4777884483337402","2.4777884483337402","17250.370338916782","17250.370338916782","17250.370338916782","3.6762232065200804","3.6762232065200804","3.6762232065200804"
"1261","20945.81811356544","20945.81811356544","20945.81811356544","2.477143669128418","2.477143669128418","2.477143669128418","17250.370338916782","17250.370338916782","17250.370338916782","3.6814560294151306","3.6814560294151306","3.6814560294151306"
"1262","20945.81811356544","20945.81811356544","20945.81811356544","2.471458303928375","2.471458303928375","2.471458303928375","17250.370338916782","17250.370338916782","17250.370338916782","3.6632888436317446","3.6632888436317446","3.6632888436317446"
"1263","20945.81811356544","20945.81811356544","20945.81811356544","2.486386203765869","2.486386203765869","2.486386203765869","17250.370338916782","17250.370338916782","17250.370338916782","3.6603829145431517","3.6603829145431517","3.6603829145431517"
"1264","20945.81811356544","20945.81811356544","20945.81811356544","2.477458679676056","2.477458679676056","2.477458679676056","17250.370338916782","17250.370338916782","17250.370338916782","3.6830281376838685","3.6830281376838685","3.6830281376838685"
"1265","20945.81811356544","20945.81811356544","20945.81811356544","2.4871772050857546","2.4871772050857546","2.4871772050857546","17250.370338916782","17250.370338916782","17250.370338916782","3.68538099527359","3.68538099527359","3.68538099527359"
"1266","20945.81811356544","20945.81811356544","20945.81811356544","2.4822335481643676","2.4822335481643676","2.4822335481643676","17250.370338916782","17250.370338916782","17250.370338916782","3.6905712604522707","3.6905712604522707","3.6905712604522707"
"1267","20945.81811356544","20945.81811356544","20945.81811356544","2.48831422328949","2.48831422328949","2.48831422328949","17250.370338916782","17250.370338916782","17250.370338916782","3.6843709349632263","3.6843709349632263","3.6843709349632263"
"1268","20945.81811356544","20945.81811356544","20945.81811356544","2.4663033723831176","2.4663033723831176","2.4663033723831176","17250.370338916782","17250.370338916782","17250.370338916782","3.678230679035187","3.678230679035187","3.678230679035187"
"1269","20945.81811356544","20945.81811356544","20945.81811356544","2.4957644939422607","2.4957644939422607","2.4957644939422607","17250.370338916782","17250.370338916782","17250.370338916782","3.678780198097229","3.678780198097229","3.678780198097229"
"1270","20945.81811356544","20945.81811356544","20945.81811356544","2.4841259002685545","2.4841259002685545","2.4841259002685545","17250.370338916782","17250.370338916782","17250.370338916782","3.6881205558776857","3.6881205558776857","3.6881205558776857"
"1271","20945.81811356544","20945.81811356544","20945.81811356544","2.4876126646995544","2.4876126646995544","2.4876126646995544","17250.370338916782","17250.370338916782","17250.370338916782","3.6835424184799193","3.6835424184799193","3.6835424184799193"
"1272","20945.81811356544","20945.81811356544","20945.81811356544","2.4795801639556885","2.4795801639556885","2.4795801639556885","17250.370338916782","17250.370338916782","17250.370338916782","3.683806228637695","3.683806228637695","3.683806228637695"
"1273","20945.81811356544","20945.81811356544","20945.81811356544","2.4842348098754883","2.4842348098754883","2.4842348098754883","17250.370338916782","17250.370338916782","17250.370338916782","3.6883381843566894","3.6883381843566894","3.6883381843566894"
"1274","20945.81811356544","20945.81811356544","20945.81811356544","2.469461452960968","2.469461452960968","2.469461452960968","17250.370338916782","17250.370338916782","17250.370338916782","3.679953622817993","3.679953622817993","3.679953622817993"
"1275","20945.81811356544","20945.81811356544","20945.81811356544","2.481239438056946","2.481239438056946","2.481239438056946","17250.370338916782","17250.370338916782","17250.370338916782","3.666997766494751","3.666997766494751","3.666997766494751"
"1276","20945.81811356544","20945.81811356544","20945.81811356544","2.465222346782684","2.465222346782684","2.465222346782684","17250.370338916782","17250.370338916782","17250.370338916782","3.68147097826004","3.68147097826004","3.68147097826004"
"1277","20945.81811356544","20945.81811356544","20945.81811356544","2.4841991782188417","2.4841991782188417","2.4841991782188417","17250.370338916782","17250.370338916782","17250.370338916782","3.6711523652076723","3.6711523652076723","3.6711523652076723"
"1278","20945.81811356544","20945.81811356544","20945.81811356544","2.4686625003814697","2.4686625003814697","2.4686625003814697","17250.370338916782","17250.370338916782","17250.370338916782","3.6858870506286623","3.6858870506286623","3.6858870506286623"
"1279","20945.81811356544","20945.81811356544","20945.81811356544","2.4746929526329042","2.4746929526329042","2.4746929526329042","17250.370338916782","17250.370338916782","17250.370338916782","3.6869104504585266","3.6869104504585266","3.6869104504585266"
"1280","20945.81811356544","20945.81811356544","20945.81811356544","2.4782487511634828","2.4782487511634828","2.4782487511634828","17250.370338916782","17250.370338916782","17250.370338916782","3.6921882748603823","3.6921882748603823","3.6921882748603823"
"1281","20945.81811356544","20945.81811356544","20945.81811356544","2.4699000120162964","2.4699000120162964","2.4699000120162964","17250.370338916782","17250.370338916782","17250.370338916782","3.680253767967224","3.680253767967224","3.680253767967224"
"1282","20945.81811356544","20945.81811356544","20945.81811356544","2.4785534620285032","2.4785534620285032","2.4785534620285032","17250.370338916782","17250.370338916782","17250.370338916782","3.6682873249053953","3.6682873249053953","3.6682873249053953"
"1283","20945.81811356544","20945.81811356544","20945.81811356544","2.4821834325790406","2.4821834325790406","2.4821834325790406","17250.370338916782","17250.370338916782","17250.370338916782","3.673478329181671","3.673478329181671","3.673478329181671"
"1284","20945.81811356544","20945.81811356544","20945.81811356544","2.4702226877212525","2.4702226877212525","2.4702226877212525","17250.370338916782","17250.370338916782","17250.370338916782","3.6663636684417726","3.6663636684417726","3.6663636684417726"
"1285","20945.81811356544","20945.81811356544","20945.81811356544","2.4751838088035583","2.4751838088035583","2.4751838088035583","17250.370338916782","17250.370338916782","17250.370338916782","3.6805893182754517","3.6805893182754517","3.6805893182754517"
"1286","20945.81811356544","20945.81811356544","20945.81811356544","2.474820840358734","2.474820840358734","2.474820840358734","17250.370338916782","17250.370338916782","17250.370338916782","3.675153350830078","3.675153350830078","3.675153350830078"
"1287","20945.81811356544","20945.81811356544","20945.81811356544","2.478392720222473","2.478392720222473","2.478392720222473","17250.370338916782","17250.370338916782","17250.370338916782","3.680112528800964","3.680112528800964","3.680112528800964"
"1288","20945.81811356544","20945.81811356544","20945.81811356544","2.480453681945801","2.480453681945801","2.480453681945801","17250.370338916782","17250.370338916782","17250.370338916782","3.6724058985710144","3.6724058985710144","3.6724058985710144"
"1289","20945.81811356544","20945.81811356544","20945.81811356544","2.4647290468215943","2.4647290468215943","2.4647290468215943","17250.370338916782","17250.370338916782","17250.370338916782","3.687004506587982","3.687004506587982","3.687004506587982"
