"Step","no-actors 1 (2024-01-18 03:13) - Best Reward","no-actors 1 (2024-01-18 03:13) - Best Reward__MIN","no-actors 1 (2024-01-18 03:13) - Best Reward__MAX","no-actors 1 (2024-01-18 03:13) - RL_1_SAC Mean Price","no-actors 1 (2024-01-18 03:13) - RL_1_SAC Mean Price__MIN","no-actors 1 (2024-01-18 03:13) - RL_1_SAC Mean Price__MAX","no-actors 1 (2024-01-09 03:02) - Best Reward","no-actors 1 (2024-01-09 03:02) - Best Reward__MIN","no-actors 1 (2024-01-09 03:02) - Best Reward__MAX","no-actors 1 (2024-01-09 03:02) - RL_1_SAC Mean Price","no-actors 1 (2024-01-09 03:02) - RL_1_SAC Mean Price__MIN","no-actors 1 (2024-01-09 03:02) - RL_1_SAC Mean Price__MAX"
"10","10733.081532430646","10733.081532430646","10733.081532430646","5.159397399425506","5.159397399425506","5.159397399425506","10523.206300497057","10523.206300497057","10523.206300497057","5.1604128241539","5.1604128241539","5.1604128241539"
"11","10733.081532430646","10733.081532430646","10733.081532430646","9.243384277820587","9.243384277820587","9.243384277820587","10523.206300497057","10523.206300497057","10523.206300497057","9.064623320102692","9.064623320102692","9.064623320102692"
"12","10733.081532430646","10733.081532430646","10733.081532430646","9.707932090759277","9.707932090759277","9.707932090759277","10523.206300497057","10523.206300497057","10523.206300497057","9.84995403289795","9.84995403289795","9.84995403289795"
"13","10733.081532430646","10733.081532430646","10733.081532430646","9.432620191574097","9.432620191574097","9.432620191574097","10523.206300497057","10523.206300497057","10523.206300497057","9.673396921157837","9.673396921157837","9.673396921157837"
"14","10733.081532430646","10733.081532430646","10733.081532430646","6.42347241640091","6.42347241640091","6.42347241640091","10523.206300497057","10523.206300497057","10523.206300497057","5.532168233394623","5.532168233394623","5.532168233394623"
"15","10969.21207790375","10969.21207790375","10969.21207790375","2.8975049018859864","2.8975049018859864","2.8975049018859864","11282.209713411332","11282.209713411332","11282.209713411332","3.410811388492584","3.410811388492584","3.410811388492584"
"16","10969.21207790375","10969.21207790375","10969.21207790375","4.782714593410492","4.782714593410492","4.782714593410492","11282.209713411332","11282.209713411332","11282.209713411332","4.375743877887726","4.375743877887726","4.375743877887726"
"17","12156.852336359025","12156.852336359025","12156.852336359025","3.8413121938705443","3.8413121938705443","3.8413121938705443","14829.108104324343","14829.108104324343","14829.108104324343","3.5808929085731505","3.5808929085731505","3.5808929085731505"
"18","12156.852336359025","12156.852336359025","12156.852336359025","4.209581112861633","4.209581112861633","4.209581112861633","14829.108104324343","14829.108104324343","14829.108104324343","3.995351457595825","3.995351457595825","3.995351457595825"
"19","12156.852336359025","12156.852336359025","12156.852336359025","3.5415517926216125","3.5415517926216125","3.5415517926216125","15196.290619993208","15196.290619993208","15196.290619993208","3.644273746013641","3.644273746013641","3.644273746013641"
"20","12156.852336359025","12156.852336359025","12156.852336359025","3.7181311726570128","3.7181311726570128","3.7181311726570128","15196.290619993208","15196.290619993208","15196.290619993208","4.441650605201721","4.441650605201721","4.441650605201721"
"21","12530.544476366043","12530.544476366043","12530.544476366043","3.843269574642181","3.843269574642181","3.843269574642181","15196.290619993208","15196.290619993208","15196.290619993208","4.206544184684754","4.206544184684754","4.206544184684754"
"22","14101.871689367295","14101.871689367295","14101.871689367295","3.732158327102661","3.732158327102661","3.732158327102661","15196.290619993208","15196.290619993208","15196.290619993208","4.1587282538414","4.1587282538414","4.1587282538414"
"23","14101.871689367295","14101.871689367295","14101.871689367295","4.058777284622193","4.058777284622193","4.058777284622193","15196.290619993208","15196.290619993208","15196.290619993208","4.08854489326477","4.08854489326477","4.08854489326477"
"24","14101.871689367295","14101.871689367295","14101.871689367295","3.7998865485191344","3.7998865485191344","3.7998865485191344","15196.290619993208","15196.290619993208","15196.290619993208","4.297905492782593","4.297905492782593","4.297905492782593"
"25","14101.871689367295","14101.871689367295","14101.871689367295","3.875395941734314","3.875395941734314","3.875395941734314","15196.290619993208","15196.290619993208","15196.290619993208","3.9920819878578184","3.9920819878578184","3.9920819878578184"
"26","14101.871689367295","14101.871689367295","14101.871689367295","3.9258973836898803","3.9258973836898803","3.9258973836898803","15196.290619993208","15196.290619993208","15196.290619993208","3.9908989906311034","3.9908989906311034","3.9908989906311034"
"27","14101.871689367295","14101.871689367295","14101.871689367295","4.164850378036499","4.164850378036499","4.164850378036499","15196.290619993208","15196.290619993208","15196.290619993208","4.161754846572876","4.161754846572876","4.161754846572876"
"28","14101.871689367295","14101.871689367295","14101.871689367295","3.8646193623542784","3.8646193623542784","3.8646193623542784","15196.290619993208","15196.290619993208","15196.290619993208","3.8572144389152525","3.8572144389152525","3.8572144389152525"
"29","14101.871689367295","14101.871689367295","14101.871689367295","3.732027328014374","3.732027328014374","3.732027328014374","15196.290619993208","15196.290619993208","15196.290619993208","3.8236422181129455","3.8236422181129455","3.8236422181129455"
"30","14101.871689367295","14101.871689367295","14101.871689367295","3.9070579528808596","3.9070579528808596","3.9070579528808596","15196.290619993208","15196.290619993208","15196.290619993208","4.057061827182769","4.057061827182769","4.057061827182769"
"31","14101.871689367295","14101.871689367295","14101.871689367295","3.9839756369590758","3.9839756369590758","3.9839756369590758","15196.290619993208","15196.290619993208","15196.290619993208","3.998927688598633","3.998927688598633","3.998927688598633"
"32","14101.871689367295","14101.871689367295","14101.871689367295","3.886871361732483","3.886871361732483","3.886871361732483","15196.290619993208","15196.290619993208","15196.290619993208","3.8513005137443543","3.8513005137443543","3.8513005137443543"
"33","14101.871689367295","14101.871689367295","14101.871689367295","3.797710859775543","3.797710859775543","3.797710859775543","15196.290619993208","15196.290619993208","15196.290619993208","3.973273980617523","3.973273980617523","3.973273980617523"
"34","14101.871689367295","14101.871689367295","14101.871689367295","3.975377309322357","3.975377309322357","3.975377309322357","15196.290619993208","15196.290619993208","15196.290619993208","3.86567165851593","3.86567165851593","3.86567165851593"
"35","14101.871689367295","14101.871689367295","14101.871689367295","3.9012919783592226","3.9012919783592226","3.9012919783592226","15196.290619993208","15196.290619993208","15196.290619993208","3.996476340293884","3.996476340293884","3.996476340293884"
"36","14101.871689367295","14101.871689367295","14101.871689367295","3.7303322076797487","3.7303322076797487","3.7303322076797487","15196.290619993208","15196.290619993208","15196.290619993208","3.898280417919159","3.898280417919159","3.898280417919159"
"37","14101.871689367295","14101.871689367295","14101.871689367295","3.895840787887573","3.895840787887573","3.895840787887573","15196.290619993208","15196.290619993208","15196.290619993208","4.026947104930878","4.026947104930878","4.026947104930878"
"38","14101.871689367295","14101.871689367295","14101.871689367295","3.7630451560020446","3.7630451560020446","3.7630451560020446","15196.290619993208","15196.290619993208","15196.290619993208","3.913053596019745","3.913053596019745","3.913053596019745"
"39","14101.871689367295","14101.871689367295","14101.871689367295","3.7487538933753966","3.7487538933753966","3.7487538933753966","15196.290619993208","15196.290619993208","15196.290619993208","3.9579529643058775","3.9579529643058775","3.9579529643058775"
"40","14101.871689367295","14101.871689367295","14101.871689367295","3.776430630683899","3.776430630683899","3.776430630683899","15196.290619993208","15196.290619993208","15196.290619993208","3.9105045318603517","3.9105045318603517","3.9105045318603517"
"41","14101.871689367295","14101.871689367295","14101.871689367295","3.796637487411499","3.796637487411499","3.796637487411499","15196.290619993208","15196.290619993208","15196.290619993208","4.082003629207611","4.082003629207611","4.082003629207611"
"42","14101.871689367295","14101.871689367295","14101.871689367295","3.8537546157836915","3.8537546157836915","3.8537546157836915","15196.290619993208","15196.290619993208","15196.290619993208","4.068755197525024","4.068755197525024","4.068755197525024"
"43","14101.871689367295","14101.871689367295","14101.871689367295","3.797715437412262","3.797715437412262","3.797715437412262","15196.290619993208","15196.290619993208","15196.290619993208","4.121437203884125","4.121437203884125","4.121437203884125"
"44","14101.871689367295","14101.871689367295","14101.871689367295","3.848563778400421","3.848563778400421","3.848563778400421","15196.290619993208","15196.290619993208","15196.290619993208","4.071212351322174","4.071212351322174","4.071212351322174"
"45","14101.871689367295","14101.871689367295","14101.871689367295","3.8343677520751953","3.8343677520751953","3.8343677520751953","15196.290619993208","15196.290619993208","15196.290619993208","4.1790064692497255","4.1790064692497255","4.1790064692497255"
"46","14101.871689367295","14101.871689367295","14101.871689367295","3.90128231048584","3.90128231048584","3.90128231048584","15196.290619993208","15196.290619993208","15196.290619993208","4.125108420848846","4.125108420848846","4.125108420848846"
"47","14101.871689367295","14101.871689367295","14101.871689367295","3.8850477576255797","3.8850477576255797","3.8850477576255797","15196.290619993208","15196.290619993208","15196.290619993208","4.07470064163208","4.07470064163208","4.07470064163208"
"48","14101.871689367295","14101.871689367295","14101.871689367295","3.825931417942047","3.825931417942047","3.825931417942047","15196.290619993208","15196.290619993208","15196.290619993208","4.192794513702393","4.192794513702393","4.192794513702393"
"49","14101.871689367295","14101.871689367295","14101.871689367295","3.736887717247009","3.736887717247009","3.736887717247009","15196.290619993208","15196.290619993208","15196.290619993208","4.092698276042938","4.092698276042938","4.092698276042938"
"50","14101.871689367295","14101.871689367295","14101.871689367295","3.8399939060211183","3.8399939060211183","3.8399939060211183","15196.290619993208","15196.290619993208","15196.290619993208","4.064981901645661","4.064981901645661","4.064981901645661"
"51","14101.871689367295","14101.871689367295","14101.871689367295","3.8065235018730164","3.8065235018730164","3.8065235018730164","15196.290619993208","15196.290619993208","15196.290619993208","4.086082887649536","4.086082887649536","4.086082887649536"
"52","14101.871689367295","14101.871689367295","14101.871689367295","3.821092414855957","3.821092414855957","3.821092414855957","15196.290619993208","15196.290619993208","15196.290619993208","4.116933751106262","4.116933751106262","4.116933751106262"
"53","14101.871689367295","14101.871689367295","14101.871689367295","3.658782196044922","3.658782196044922","3.658782196044922","15196.290619993208","15196.290619993208","15196.290619993208","4.151621925830841","4.151621925830841","4.151621925830841"
"54","14101.871689367295","14101.871689367295","14101.871689367295","3.734850525856018","3.734850525856018","3.734850525856018","15196.290619993208","15196.290619993208","15196.290619993208","4.20414125919342","4.20414125919342","4.20414125919342"
"55","14101.871689367295","14101.871689367295","14101.871689367295","3.7253720998764037","3.7253720998764037","3.7253720998764037","15196.290619993208","15196.290619993208","15196.290619993208","4.125708830356598","4.125708830356598","4.125708830356598"
"56","14101.871689367295","14101.871689367295","14101.871689367295","3.642161858081818","3.642161858081818","3.642161858081818","15196.290619993208","15196.290619993208","15196.290619993208","4.269996845722199","4.269996845722199","4.269996845722199"
"57","14101.871689367295","14101.871689367295","14101.871689367295","3.691673767566681","3.691673767566681","3.691673767566681","15196.290619993208","15196.290619993208","15196.290619993208","4.292750906944275","4.292750906944275","4.292750906944275"
"58","14101.871689367295","14101.871689367295","14101.871689367295","3.6457022190093995","3.6457022190093995","3.6457022190093995","15196.290619993208","15196.290619993208","15196.290619993208","4.351507103443145","4.351507103443145","4.351507103443145"
"59","14101.871689367295","14101.871689367295","14101.871689367295","3.7108974933624266","3.7108974933624266","3.7108974933624266","15196.290619993208","15196.290619993208","15196.290619993208","4.2305788397789","4.2305788397789","4.2305788397789"
"60","14101.871689367295","14101.871689367295","14101.871689367295","3.767989957332611","3.767989957332611","3.767989957332611","15196.290619993208","15196.290619993208","15196.290619993208","4.258820116519928","4.258820116519928","4.258820116519928"
"61","14101.871689367295","14101.871689367295","14101.871689367295","3.4867640495300294","3.4867640495300294","3.4867640495300294","15196.290619993208","15196.290619993208","15196.290619993208","4.291087675094604","4.291087675094604","4.291087675094604"
"62","14101.871689367295","14101.871689367295","14101.871689367295","3.7087517738342286","3.7087517738342286","3.7087517738342286","15196.290619993208","15196.290619993208","15196.290619993208","4.383467268943787","4.383467268943787","4.383467268943787"
"63","14101.871689367295","14101.871689367295","14101.871689367295","3.713281846046448","3.713281846046448","3.713281846046448","15196.290619993208","15196.290619993208","15196.290619993208","4.381015169620514","4.381015169620514","4.381015169620514"
"64","14101.871689367295","14101.871689367295","14101.871689367295","3.6212116837501527","3.6212116837501527","3.6212116837501527","15196.290619993208","15196.290619993208","15196.290619993208","4.267192614078522","4.267192614078522","4.267192614078522"
"65","14101.871689367295","14101.871689367295","14101.871689367295","3.7209079027175904","3.7209079027175904","3.7209079027175904","15196.290619993208","15196.290619993208","15196.290619993208","4.306862485408783","4.306862485408783","4.306862485408783"
"66","14101.871689367295","14101.871689367295","14101.871689367295","3.702936053276062","3.702936053276062","3.702936053276062","15196.290619993208","15196.290619993208","15196.290619993208","4.3403319120407104","4.3403319120407104","4.3403319120407104"
"67","14101.871689367295","14101.871689367295","14101.871689367295","3.7496476054191588","3.7496476054191588","3.7496476054191588","15196.290619993208","15196.290619993208","15196.290619993208","4.415814900398255","4.415814900398255","4.415814900398255"
"68","14101.871689367295","14101.871689367295","14101.871689367295","3.7650442004203795","3.7650442004203795","3.7650442004203795","15196.290619993208","15196.290619993208","15196.290619993208","4.277789306640625","4.277789306640625","4.277789306640625"
"69","14101.871689367295","14101.871689367295","14101.871689367295","3.720253419876099","3.720253419876099","3.720253419876099","15196.290619993208","15196.290619993208","15196.290619993208","4.289519882202148","4.289519882202148","4.289519882202148"
"70","14101.871689367295","14101.871689367295","14101.871689367295","3.7131239414215087","3.7131239414215087","3.7131239414215087","15196.290619993208","15196.290619993208","15196.290619993208","4.3295229315757755","4.3295229315757755","4.3295229315757755"
"71","14101.871689367295","14101.871689367295","14101.871689367295","3.7252312779426573","3.7252312779426573","3.7252312779426573","15196.290619993208","15196.290619993208","15196.290619993208","4.300322270393371","4.300322270393371","4.300322270393371"
"72","14101.871689367295","14101.871689367295","14101.871689367295","3.6862221479415895","3.6862221479415895","3.6862221479415895","15196.290619993208","15196.290619993208","15196.290619993208","4.358597433567047","4.358597433567047","4.358597433567047"
"73","14101.871689367295","14101.871689367295","14101.871689367295","3.7759562969207763","3.7759562969207763","3.7759562969207763","15196.290619993208","15196.290619993208","15196.290619993208","4.307650649547577","4.307650649547577","4.307650649547577"
"74","14101.871689367295","14101.871689367295","14101.871689367295","3.868430531024933","3.868430531024933","3.868430531024933","15196.290619993208","15196.290619993208","15196.290619993208","4.367322182655334","4.367322182655334","4.367322182655334"
"75","14101.871689367295","14101.871689367295","14101.871689367295","3.681871032714844","3.681871032714844","3.681871032714844","15196.290619993208","15196.290619993208","15196.290619993208","4.32840142250061","4.32840142250061","4.32840142250061"
"76","14101.871689367295","14101.871689367295","14101.871689367295","3.7089346766471865","3.7089346766471865","3.7089346766471865","15196.290619993208","15196.290619993208","15196.290619993208","4.306757390499115","4.306757390499115","4.306757390499115"
"77","14101.871689367295","14101.871689367295","14101.871689367295","3.684603977203369","3.684603977203369","3.684603977203369","15196.290619993208","15196.290619993208","15196.290619993208","4.301693856716156","4.301693856716156","4.301693856716156"
"78","14101.871689367295","14101.871689367295","14101.871689367295","3.6286998987197876","3.6286998987197876","3.6286998987197876","15196.290619993208","15196.290619993208","15196.290619993208","4.229076099395752","4.229076099395752","4.229076099395752"
"79","14101.871689367295","14101.871689367295","14101.871689367295","3.729673779010773","3.729673779010773","3.729673779010773","15196.290619993208","15196.290619993208","15196.290619993208","4.312402999401092","4.312402999401092","4.312402999401092"
"80","14101.871689367295","14101.871689367295","14101.871689367295","3.63988082408905","3.63988082408905","3.63988082408905","15196.290619993208","15196.290619993208","15196.290619993208","4.37201851606369","4.37201851606369","4.37201851606369"
"81","14101.871689367295","14101.871689367295","14101.871689367295","3.5806461811065673","3.5806461811065673","3.5806461811065673","15196.290619993208","15196.290619993208","15196.290619993208","4.2497527480125425","4.2497527480125425","4.2497527480125425"
"82","14101.871689367295","14101.871689367295","14101.871689367295","3.6246052145957948","3.6246052145957948","3.6246052145957948","15196.290619993208","15196.290619993208","15196.290619993208","4.319731187820435","4.319731187820435","4.319731187820435"
"83","14101.871689367295","14101.871689367295","14101.871689367295","3.6419432401657104","3.6419432401657104","3.6419432401657104","15196.290619993208","15196.290619993208","15196.290619993208","4.3316720724105835","4.3316720724105835","4.3316720724105835"
"84","14101.871689367295","14101.871689367295","14101.871689367295","3.5207653522491453","3.5207653522491453","3.5207653522491453","15196.290619993208","15196.290619993208","15196.290619993208","4.259114098548889","4.259114098548889","4.259114098548889"
"85","14743.19795284271","14743.19795284271","14743.19795284271","3.7145108819007873","3.7145108819007873","3.7145108819007873","15196.290619993208","15196.290619993208","15196.290619993208","4.292666792869568","4.292666792869568","4.292666792869568"
"86","14743.19795284271","14743.19795284271","14743.19795284271","3.533819353580475","3.533819353580475","3.533819353580475","15196.290619993208","15196.290619993208","15196.290619993208","4.299421954154968","4.299421954154968","4.299421954154968"
"87","14743.19795284271","14743.19795284271","14743.19795284271","3.6773351311683653","3.6773351311683653","3.6773351311683653","15196.290619993208","15196.290619993208","15196.290619993208","4.326934885978699","4.326934885978699","4.326934885978699"
"88","14743.19795284271","14743.19795284271","14743.19795284271","3.551937985420227","3.551937985420227","3.551937985420227","15196.290619993208","15196.290619993208","15196.290619993208","4.232247447967529","4.232247447967529","4.232247447967529"
"89","14743.19795284271","14743.19795284271","14743.19795284271","3.610909342765808","3.610909342765808","3.610909342765808","15196.290619993208","15196.290619993208","15196.290619993208","4.251958870887757","4.251958870887757","4.251958870887757"
"90","14743.19795284271","14743.19795284271","14743.19795284271","3.6373989462852476","3.6373989462852476","3.6373989462852476","15196.290619993208","15196.290619993208","15196.290619993208","4.277164733409881","4.277164733409881","4.277164733409881"
"91","14743.19795284271","14743.19795284271","14743.19795284271","3.581022357940674","3.581022357940674","3.581022357940674","15196.290619993208","15196.290619993208","15196.290619993208","4.285345613956451","4.285345613956451","4.285345613956451"
"92","15508.935218906405","15508.935218906405","15508.935218906405","3.5720409035682676","3.5720409035682676","3.5720409035682676","15196.290619993208","15196.290619993208","15196.290619993208","4.314684736728668","4.314684736728668","4.314684736728668"
"93","15508.935218906405","15508.935218906405","15508.935218906405","3.6709725141525267","3.6709725141525267","3.6709725141525267","15196.290619993208","15196.290619993208","15196.290619993208","4.269588267803192","4.269588267803192","4.269588267803192"
"94","15508.935218906405","15508.935218906405","15508.935218906405","3.637301814556122","3.637301814556122","3.637301814556122","15196.290619993208","15196.290619993208","15196.290619993208","4.311097407341004","4.311097407341004","4.311097407341004"
"95","15508.935218906405","15508.935218906405","15508.935218906405","3.6377724289894102","3.6377724289894102","3.6377724289894102","15196.290619993208","15196.290619993208","15196.290619993208","4.296903967857361","4.296903967857361","4.296903967857361"
"96","15508.935218906405","15508.935218906405","15508.935218906405","3.600685453414917","3.600685453414917","3.600685453414917","15196.290619993208","15196.290619993208","15196.290619993208","4.261918437480927","4.261918437480927","4.261918437480927"
"97","15508.935218906405","15508.935218906405","15508.935218906405","3.645174026489258","3.645174026489258","3.645174026489258","15196.290619993208","15196.290619993208","15196.290619993208","4.302333927154541","4.302333927154541","4.302333927154541"
"98","16287.696726322176","16287.696726322176","16287.696726322176","3.6379978537559508","3.6379978537559508","3.6379978537559508","15196.290619993208","15196.290619993208","15196.290619993208","4.277059328556061","4.277059328556061","4.277059328556061"
"99","16287.696726322176","16287.696726322176","16287.696726322176","3.6593432307243345","3.6593432307243345","3.6593432307243345","15196.290619993208","15196.290619993208","15196.290619993208","4.2709352493286135","4.2709352493286135","4.2709352493286135"
"100","16287.696726322176","16287.696726322176","16287.696726322176","3.6206580638885497","3.6206580638885497","3.6206580638885497","15196.290619993208","15196.290619993208","15196.290619993208","4.300388514995575","4.300388514995575","4.300388514995575"
"101","16287.696726322176","16287.696726322176","16287.696726322176","3.5867581605911254","3.5867581605911254","3.5867581605911254","15196.290619993208","15196.290619993208","15196.290619993208","4.307557487487793","4.307557487487793","4.307557487487793"
"102","16287.696726322176","16287.696726322176","16287.696726322176","3.598001754283905","3.598001754283905","3.598001754283905","15196.290619993208","15196.290619993208","15196.290619993208","4.300643754005432","4.300643754005432","4.300643754005432"
"103","16957.103135490415","16957.103135490415","16957.103135490415","3.634219968318939","3.634219968318939","3.634219968318939","15196.290619993208","15196.290619993208","15196.290619993208","4.304128360748291","4.304128360748291","4.304128360748291"
"104","16957.103135490415","16957.103135490415","16957.103135490415","3.6527570724487304","3.6527570724487304","3.6527570724487304","15196.290619993208","15196.290619993208","15196.290619993208","4.312293982505798","4.312293982505798","4.312293982505798"
"105","16957.103135490415","16957.103135490415","16957.103135490415","3.6726564884185793","3.6726564884185793","3.6726564884185793","15196.290619993208","15196.290619993208","15196.290619993208","4.380210542678833","4.380210542678833","4.380210542678833"
"106","16957.103135490415","16957.103135490415","16957.103135490415","3.6912194013595583","3.6912194013595583","3.6912194013595583","15196.290619993208","15196.290619993208","15196.290619993208","4.316473889350891","4.316473889350891","4.316473889350891"
"107","16978.332070064545","16978.332070064545","16978.332070064545","3.6636228561401367","3.6636228561401367","3.6636228561401367","15196.290619993208","15196.290619993208","15196.290619993208","4.217920196056366","4.217920196056366","4.217920196056366"
"108","16978.332070064545","16978.332070064545","16978.332070064545","3.718205153942108","3.718205153942108","3.718205153942108","15196.290619993208","15196.290619993208","15196.290619993208","4.2890726089477536","4.2890726089477536","4.2890726089477536"
"109","16978.332070064545","16978.332070064545","16978.332070064545","3.6358893632888796","3.6358893632888796","3.6358893632888796","15196.290619993208","15196.290619993208","15196.290619993208","4.313167023658752","4.313167023658752","4.313167023658752"
"110","16978.332070064545","16978.332070064545","16978.332070064545","3.677299690246582","3.677299690246582","3.677299690246582","15196.290619993208","15196.290619993208","15196.290619993208","4.318496322631836","4.318496322631836","4.318496322631836"
"111","16978.332070064545","16978.332070064545","16978.332070064545","3.6675263404846192","3.6675263404846192","3.6675263404846192","15196.290619993208","15196.290619993208","15196.290619993208","4.292160618305206","4.292160618305206","4.292160618305206"
"112","16978.332070064545","16978.332070064545","16978.332070064545","3.6541597723960875","3.6541597723960875","3.6541597723960875","15196.290619993208","15196.290619993208","15196.290619993208","4.313173055648804","4.313173055648804","4.313173055648804"
"113","16978.332070064545","16978.332070064545","16978.332070064545","3.686767065525055","3.686767065525055","3.686767065525055","15196.290619993208","15196.290619993208","15196.290619993208","4.30900993347168","4.30900993347168","4.30900993347168"
"114","16978.332070064545","16978.332070064545","16978.332070064545","3.69856573343277","3.69856573343277","3.69856573343277","15196.290619993208","15196.290619993208","15196.290619993208","4.3104626655578615","4.3104626655578615","4.3104626655578615"
"115","16978.332070064545","16978.332070064545","16978.332070064545","3.7162551283836365","3.7162551283836365","3.7162551283836365","15196.290619993208","15196.290619993208","15196.290619993208","4.304473161697388","4.304473161697388","4.304473161697388"
"116","16984.662293052672","16984.662293052672","16984.662293052672","3.596486473083496","3.596486473083496","3.596486473083496","15196.290619993208","15196.290619993208","15196.290619993208","4.298792386054993","4.298792386054993","4.298792386054993"
"117","16984.662293052672","16984.662293052672","16984.662293052672","3.623897433280945","3.623897433280945","3.623897433280945","15196.290619993208","15196.290619993208","15196.290619993208","4.311606097221374","4.311606097221374","4.311606097221374"
"118","17324.414735078815","17324.414735078815","17324.414735078815","3.6931094408035277","3.6931094408035277","3.6931094408035277","15196.290619993208","15196.290619993208","15196.290619993208","4.250639283657074","4.250639283657074","4.250639283657074"
"119","17324.414735078815","17324.414735078815","17324.414735078815","3.6813953638076784","3.6813953638076784","3.6813953638076784","15196.290619993208","15196.290619993208","15196.290619993208","4.28728551864624","4.28728551864624","4.28728551864624"
"120","17324.414735078815","17324.414735078815","17324.414735078815","3.591544806957245","3.591544806957245","3.591544806957245","15196.290619993208","15196.290619993208","15196.290619993208","4.28358895778656","4.28358895778656","4.28358895778656"
"121","17324.414735078815","17324.414735078815","17324.414735078815","3.7192409873008727","3.7192409873008727","3.7192409873008727","15196.290619993208","15196.290619993208","15196.290619993208","4.341544985771179","4.341544985771179","4.341544985771179"
"122","17324.414735078815","17324.414735078815","17324.414735078815","3.508692705631256","3.508692705631256","3.508692705631256","15196.290619993208","15196.290619993208","15196.290619993208","4.292568254470825","4.292568254470825","4.292568254470825"
"123","17324.414735078815","17324.414735078815","17324.414735078815","3.675179100036621","3.675179100036621","3.675179100036621","15196.290619993208","15196.290619993208","15196.290619993208","4.317921996116638","4.317921996116638","4.317921996116638"
"124","17324.414735078815","17324.414735078815","17324.414735078815","3.5972562551498415","3.5972562551498415","3.5972562551498415","15196.290619993208","15196.290619993208","15196.290619993208","4.325636458396912","4.325636458396912","4.325636458396912"
"125","17324.414735078815","17324.414735078815","17324.414735078815","3.5636346340179443","3.5636346340179443","3.5636346340179443","15196.290619993208","15196.290619993208","15196.290619993208","4.3296912670135494","4.3296912670135494","4.3296912670135494"
"126","18145.65118546486","18145.65118546486","18145.65118546486","3.545517587661743","3.545517587661743","3.545517587661743","15196.290619993208","15196.290619993208","15196.290619993208","4.324773955345154","4.324773955345154","4.324773955345154"
"127","18145.65118546486","18145.65118546486","18145.65118546486","3.5386777758598327","3.5386777758598327","3.5386777758598327","15196.290619993208","15196.290619993208","15196.290619993208","4.321867561340332","4.321867561340332","4.321867561340332"
"128","18145.65118546486","18145.65118546486","18145.65118546486","3.5514282464981077","3.5514282464981077","3.5514282464981077","15196.290619993208","15196.290619993208","15196.290619993208","4.282630276679993","4.282630276679993","4.282630276679993"
