"Step","no-actors 1, 100 (2024-01-17 19:14) - Best Reward","no-actors 1, 100 (2024-01-17 19:14) - Best Reward__MIN","no-actors 1, 100 (2024-01-17 19:14) - Best Reward__MAX","no-actors 1, 100 (2024-01-17 19:14) - RL_1_SAC Mean Price","no-actors 1, 100 (2024-01-17 19:14) - RL_1_SAC Mean Price__MIN","no-actors 1, 100 (2024-01-17 19:14) - RL_1_SAC Mean Price__MAX","no-actors 1, 100 (2024-01-08 11:43) - Best Reward","no-actors 1, 100 (2024-01-08 11:43) - Best Reward__MIN","no-actors 1, 100 (2024-01-08 11:43) - Best Reward__MAX","no-actors 1, 100 (2024-01-08 11:43) - RL_1_SAC Mean Price","no-actors 1, 100 (2024-01-08 11:43) - RL_1_SAC Mean Price__MIN","no-actors 1, 100 (2024-01-08 11:43) - RL_1_SAC Mean Price__MAX"
"56","9472.485616970063","9472.485616970063","9472.485616970063","4.024742233753204","4.024742233753204","4.024742233753204","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.821040177345276","4.821040177345276","4.821040177345276"
"57","9472.485616970063","9472.485616970063","9472.485616970063","3.9974066615104675","3.9974066615104675","3.9974066615104675","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.603627943992615","4.603627943992615","4.603627943992615"
"58","9472.485616970063","9472.485616970063","9472.485616970063","4.046781480312347","4.046781480312347","4.046781480312347","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.768575048446655","4.768575048446655","4.768575048446655"
"59","9472.485616970063","9472.485616970063","9472.485616970063","4.1403760552406315","4.1403760552406315","4.1403760552406315","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.8090719938278195","4.8090719938278195","4.8090719938278195"
"60","9472.485616970063","9472.485616970063","9472.485616970063","3.9283578872680662","3.9283578872680662","3.9283578872680662","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.901426768302917","4.901426768302917","4.901426768302917"
"61","9472.485616970063","9472.485616970063","9472.485616970063","4.021468234062195","4.021468234062195","4.021468234062195","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.872910118103027","4.872910118103027","4.872910118103027"
"62","9472.485616970063","9472.485616970063","9472.485616970063","4.000793015956878","4.000793015956878","4.000793015956878","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.7938151359558105","4.7938151359558105","4.7938151359558105"
"63","9472.485616970063","9472.485616970063","9472.485616970063","4.0051379799842834","4.0051379799842834","4.0051379799842834","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.931368517875671","4.931368517875671","4.931368517875671"
"64","9472.485616970063","9472.485616970063","9472.485616970063","4.003142952919006","4.003142952919006","4.003142952919006","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.954940986633301","4.954940986633301","4.954940986633301"
"65","9472.485616970063","9472.485616970063","9472.485616970063","3.97997967004776","3.97997967004776","3.97997967004776","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.891129803657532","4.891129803657532","4.891129803657532"
"66","9472.485616970063","9472.485616970063","9472.485616970063","3.994861888885498","3.994861888885498","3.994861888885498","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.0625364780426025","5.0625364780426025","5.0625364780426025"
"67","9472.485616970063","9472.485616970063","9472.485616970063","3.947890520095825","3.947890520095825","3.947890520095825","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.039067673683166","5.039067673683166","5.039067673683166"
"68","9472.485616970063","9472.485616970063","9472.485616970063","4.032195591926575","4.032195591926575","4.032195591926575","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.97791850566864","4.97791850566864","4.97791850566864"
"69","9472.485616970063","9472.485616970063","9472.485616970063","3.9140429854393006","3.9140429854393006","3.9140429854393006","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.939669394493103","4.939669394493103","4.939669394493103"
"70","9472.485616970063","9472.485616970063","9472.485616970063","3.947523033618927","3.947523033618927","3.947523033618927","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.068545651435852","5.068545651435852","5.068545651435852"
"71","9472.485616970063","9472.485616970063","9472.485616970063","3.971712422370911","3.971712422370911","3.971712422370911","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.997235727310181","4.997235727310181","4.997235727310181"
"72","9472.485616970063","9472.485616970063","9472.485616970063","3.9689411759376525","3.9689411759376525","3.9689411759376525","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.088423395156861","5.088423395156861","5.088423395156861"
"73","9472.485616970063","9472.485616970063","9472.485616970063","3.9431816577911376","3.9431816577911376","3.9431816577911376","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.0307684421539305","5.0307684421539305","5.0307684421539305"
"74","9472.485616970063","9472.485616970063","9472.485616970063","4.021735143661499","4.021735143661499","4.021735143661499","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.057268643379212","5.057268643379212","5.057268643379212"
"75","9472.485616970063","9472.485616970063","9472.485616970063","3.9746017932891844","3.9746017932891844","3.9746017932891844","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.066899633407592","5.066899633407592","5.066899633407592"
"76","9472.485616970063","9472.485616970063","9472.485616970063","4.024241375923157","4.024241375923157","4.024241375923157","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.041205894947052","5.041205894947052","5.041205894947052"
"77","9472.485616970063","9472.485616970063","9472.485616970063","4.018898785114288","4.018898785114288","4.018898785114288","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.025595116615295","5.025595116615295","5.025595116615295"
"78","9472.485616970063","9472.485616970063","9472.485616970063","4.0263424754142765","4.0263424754142765","4.0263424754142765","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.1080622434616085","5.1080622434616085","5.1080622434616085"
"79","9472.485616970063","9472.485616970063","9472.485616970063","3.984138023853302","3.984138023853302","3.984138023853302","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.071592545509338","5.071592545509338","5.071592545509338"
"80","9472.485616970063","9472.485616970063","9472.485616970063","4.0266643285751345","4.0266643285751345","4.0266643285751345","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.02884304523468","5.02884304523468","5.02884304523468"
"81","9472.485616970063","9472.485616970063","9472.485616970063","3.887632501125336","3.887632501125336","3.887632501125336","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.006378912925721","5.006378912925721","5.006378912925721"
"82","9472.485616970063","9472.485616970063","9472.485616970063","4.0198702931404116","4.0198702931404116","4.0198702931404116","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.10370352268219","5.10370352268219","5.10370352268219"
"83","9472.485616970063","9472.485616970063","9472.485616970063","3.9964179396629333","3.9964179396629333","3.9964179396629333","7618.5540510654455","7618.5540510654455","7618.5540510654455","4.965706419944763","4.965706419944763","4.965706419944763"
"84","9472.485616970063","9472.485616970063","9472.485616970063","4.0175349593162535","4.0175349593162535","4.0175349593162535","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.078630900382995","5.078630900382995","5.078630900382995"
"85","9472.485616970063","9472.485616970063","9472.485616970063","4.0570878148078915","4.0570878148078915","4.0570878148078915","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.038813352584839","5.038813352584839","5.038813352584839"
"86","9472.485616970063","9472.485616970063","9472.485616970063","4.044939470291138","4.044939470291138","4.044939470291138","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.128179025650025","5.128179025650025","5.128179025650025"
"87","9472.485616970063","9472.485616970063","9472.485616970063","3.962317943572998","3.962317943572998","3.962317943572998","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.1438172340393065","5.1438172340393065","5.1438172340393065"
"88","9472.485616970063","9472.485616970063","9472.485616970063","4.022172892093659","4.022172892093659","4.022172892093659","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.1815108299255375","5.1815108299255375","5.1815108299255375"
"89","9472.485616970063","9472.485616970063","9472.485616970063","3.862772786617279","3.862772786617279","3.862772786617279","7618.5540510654455","7618.5540510654455","7618.5540510654455","5.09794921875","5.09794921875","5.09794921875"
"90","9472.485616970063","9472.485616970063","9472.485616970063","4.027735579013824","4.027735579013824","4.027735579013824","8484.92785100937","8484.92785100937","8484.92785100937","5.127364897727967","5.127364897727967","5.127364897727967"
"91","9472.485616970063","9472.485616970063","9472.485616970063","3.9984317421913147","3.9984317421913147","3.9984317421913147","8484.92785100937","8484.92785100937","8484.92785100937","5.185617613792419","5.185617613792419","5.185617613792419"
"92","9472.485616970063","9472.485616970063","9472.485616970063","3.9380552530288697","3.9380552530288697","3.9380552530288697","8484.92785100937","8484.92785100937","8484.92785100937","5.080839681625366","5.080839681625366","5.080839681625366"
"93","9472.485616970063","9472.485616970063","9472.485616970063","4.022603499889374","4.022603499889374","4.022603499889374","8484.92785100937","8484.92785100937","8484.92785100937","5.119726943969726","5.119726943969726","5.119726943969726"
"94","9472.485616970063","9472.485616970063","9472.485616970063","4.057606935501099","4.057606935501099","4.057606935501099","8484.92785100937","8484.92785100937","8484.92785100937","5.0491289615631105","5.0491289615631105","5.0491289615631105"
"95","9472.485616970063","9472.485616970063","9472.485616970063","3.9750243544578554","3.9750243544578554","3.9750243544578554","9432.811488914489","9432.811488914489","9432.811488914489","5.12396388053894","5.12396388053894","5.12396388053894"
"96","9472.485616970063","9472.485616970063","9472.485616970063","4.03268666267395","4.03268666267395","4.03268666267395","9432.811488914489","9432.811488914489","9432.811488914489","5.148145627975464","5.148145627975464","5.148145627975464"
"97","9472.485616970063","9472.485616970063","9472.485616970063","3.9449042320251464","3.9449042320251464","3.9449042320251464","9432.811488914489","9432.811488914489","9432.811488914489","4.996394324302673","4.996394324302673","4.996394324302673"
"98","9472.485616970063","9472.485616970063","9472.485616970063","4.103861629962921","4.103861629962921","4.103861629962921","9432.811488914489","9432.811488914489","9432.811488914489","4.961559271812439","4.961559271812439","4.961559271812439"
"99","9472.485616970063","9472.485616970063","9472.485616970063","3.9847990036010743","3.9847990036010743","3.9847990036010743","9432.811488914489","9432.811488914489","9432.811488914489","5.0051867961883545","5.0051867961883545","5.0051867961883545"
"100","9472.485616970063","9472.485616970063","9472.485616970063","3.953386962413788","3.953386962413788","3.953386962413788","9432.811488914489","9432.811488914489","9432.811488914489","5.0138099670410154","5.0138099670410154","5.0138099670410154"
"101","9472.485616970063","9472.485616970063","9472.485616970063","4.030977392196656","4.030977392196656","4.030977392196656","9432.811488914489","9432.811488914489","9432.811488914489","4.953924512863159","4.953924512863159","4.953924512863159"
"102","9472.485616970063","9472.485616970063","9472.485616970063","4.140054941177368","4.140054941177368","4.140054941177368","9432.811488914489","9432.811488914489","9432.811488914489","5.101078629493713","5.101078629493713","5.101078629493713"
"103","9472.485616970063","9472.485616970063","9472.485616970063","4.077920913696289","4.077920913696289","4.077920913696289","9432.811488914489","9432.811488914489","9432.811488914489","4.998084497451782","4.998084497451782","4.998084497451782"
"104","9472.485616970063","9472.485616970063","9472.485616970063","4.035840880870819","4.035840880870819","4.035840880870819","9432.811488914489","9432.811488914489","9432.811488914489","4.998813438415527","4.998813438415527","4.998813438415527"
"105","9528.749739360808","9528.749739360808","9528.749739360808","4.057700991630554","4.057700991630554","4.057700991630554","9432.811488914489","9432.811488914489","9432.811488914489","4.9609250783920285","4.9609250783920285","4.9609250783920285"
"106","9528.749739360808","9528.749739360808","9528.749739360808","4.093418216705322","4.093418216705322","4.093418216705322","9432.811488914489","9432.811488914489","9432.811488914489","5.030278134346008","5.030278134346008","5.030278134346008"
"107","9528.749739360808","9528.749739360808","9528.749739360808","4.08956481218338","4.08956481218338","4.08956481218338","9432.811488914489","9432.811488914489","9432.811488914489","5.015558767318725","5.015558767318725","5.015558767318725"
"108","9528.749739360808","9528.749739360808","9528.749739360808","4.112154400348663","4.112154400348663","4.112154400348663","9432.811488914489","9432.811488914489","9432.811488914489","5.005802392959595","5.005802392959595","5.005802392959595"
"109","9717.3827896595","9717.3827896595","9717.3827896595","4.0762754559516905","4.0762754559516905","4.0762754559516905","9432.811488914489","9432.811488914489","9432.811488914489","5.026431250572204","5.026431250572204","5.026431250572204"
"110","9717.3827896595","9717.3827896595","9717.3827896595","4.072400784492492","4.072400784492492","4.072400784492492","9432.811488914489","9432.811488914489","9432.811488914489","5.050953435897827","5.050953435897827","5.050953435897827"
"111","9717.3827896595","9717.3827896595","9717.3827896595","4.119624769687652","4.119624769687652","4.119624769687652","9432.811488914489","9432.811488914489","9432.811488914489","5.013244867324829","5.013244867324829","5.013244867324829"
"112","9717.3827896595","9717.3827896595","9717.3827896595","4.111889183521271","4.111889183521271","4.111889183521271","9432.811488914489","9432.811488914489","9432.811488914489","4.99618661403656","4.99618661403656","4.99618661403656"
"113","9717.3827896595","9717.3827896595","9717.3827896595","4.1700462102890015","4.1700462102890015","4.1700462102890015","9432.811488914489","9432.811488914489","9432.811488914489","4.967409300804138","4.967409300804138","4.967409300804138"
"114","9717.3827896595","9717.3827896595","9717.3827896595","4.099979221820831","4.099979221820831","4.099979221820831","9432.811488914489","9432.811488914489","9432.811488914489","5.026671767234802","5.026671767234802","5.026671767234802"
"115","9749.476917266844","9749.476917266844","9749.476917266844","4.177647113800049","4.177647113800049","4.177647113800049","9432.811488914489","9432.811488914489","9432.811488914489","5.003954005241394","5.003954005241394","5.003954005241394"
"116","9749.476917266844","9749.476917266844","9749.476917266844","4.130330896377563","4.130330896377563","4.130330896377563","9432.811488914489","9432.811488914489","9432.811488914489","5.005025267601013","5.005025267601013","5.005025267601013"
"117","9749.476917266844","9749.476917266844","9749.476917266844","4.23323780298233","4.23323780298233","4.23323780298233","9432.811488914489","9432.811488914489","9432.811488914489","5.028527116775512","5.028527116775512","5.028527116775512"
"118","10106.14633579254","10106.14633579254","10106.14633579254","4.105758714675903","4.105758714675903","4.105758714675903","9432.811488914489","9432.811488914489","9432.811488914489","5.042524075508117","5.042524075508117","5.042524075508117"
"119","10316.11203365326","10316.11203365326","10316.11203365326","4.132629072666168","4.132629072666168","4.132629072666168","9432.811488914489","9432.811488914489","9432.811488914489","5.006773948669434","5.006773948669434","5.006773948669434"
"120","10316.11203365326","10316.11203365326","10316.11203365326","4.184470629692077","4.184470629692077","4.184470629692077","9432.811488914489","9432.811488914489","9432.811488914489","5.046440196037293","5.046440196037293","5.046440196037293"
"121","10316.11203365326","10316.11203365326","10316.11203365326","4.268100929260254","4.268100929260254","4.268100929260254","9432.811488914489","9432.811488914489","9432.811488914489","5.020914506912232","5.020914506912232","5.020914506912232"
"122","10316.11203365326","10316.11203365326","10316.11203365326","4.223634898662567","4.223634898662567","4.223634898662567","9432.811488914489","9432.811488914489","9432.811488914489","5.037474131584167","5.037474131584167","5.037474131584167"
"123","10316.11203365326","10316.11203365326","10316.11203365326","4.22921484708786","4.22921484708786","4.22921484708786","9432.811488914489","9432.811488914489","9432.811488914489","4.99302830696106","4.99302830696106","4.99302830696106"
"124","10316.11203365326","10316.11203365326","10316.11203365326","4.295325827598572","4.295325827598572","4.295325827598572","9432.811488914489","9432.811488914489","9432.811488914489","5.028211450576782","5.028211450576782","5.028211450576782"
"125","10316.11203365326","10316.11203365326","10316.11203365326","4.254111206531524","4.254111206531524","4.254111206531524","9432.811488914489","9432.811488914489","9432.811488914489","4.936092472076416","4.936092472076416","4.936092472076416"
"126","10316.11203365326","10316.11203365326","10316.11203365326","4.157766306400299","4.157766306400299","4.157766306400299","9432.811488914489","9432.811488914489","9432.811488914489","5.058375334739685","5.058375334739685","5.058375334739685"
