"Step","no-actors 1, 300 (2024-01-03 20:59) - RL_1_SAC Mean Price","no-actors 1, 300 (2024-01-03 20:59) - RL_1_SAC Mean Price__MIN","no-actors 1, 300 (2024-01-03 20:59) - RL_1_SAC Mean Price__MAX","no-actors 1, 200 (2024-01-03 18:53) - RL_1_SAC Mean Price","no-actors 1, 200 (2024-01-03 18:53) - RL_1_SAC Mean Price__MIN","no-actors 1, 200 (2024-01-03 18:53) - RL_1_SAC Mean Price__MAX","no-actors 1, 100 (2024-01-03 16:49) - RL_1_SAC Mean Price","no-actors 1, 100 (2024-01-03 16:49) - RL_1_SAC Mean Price__MIN","no-actors 1, 100 (2024-01-03 16:49) - RL_1_SAC Mean Price__MAX","no-actors 1, half cars (2024-01-03 07:36) - RL_1_SAC Mean Price","no-actors 1, half cars (2024-01-03 07:36) - RL_1_SAC Mean Price__MIN","no-actors 1, half cars (2024-01-03 07:36) - RL_1_SAC Mean Price__MAX","no-actors 1 (2024-01-03 05:46) - RL_1_SAC Mean Price","no-actors 1 (2024-01-03 05:46) - RL_1_SAC Mean Price__MIN","no-actors 1 (2024-01-03 05:46) - RL_1_SAC Mean Price__MAX"
"1449","2.629763054847717","2.629763054847717","2.629763054847717","2.9822780013084413","2.9822780013084413","2.9822780013084413","3.2340175986289976","3.2340175986289976","3.2340175986289976","2.8870338559150697","2.8870338559150697","2.8870338559150697","4.786570882797241","4.786570882797241","4.786570882797241"
"1450","2.6262555599212645","2.6262555599212645","2.6262555599212645","2.9643703937530517","2.9643703937530517","2.9643703937530517","3.236059081554413","3.236059081554413","3.236059081554413","2.8768683314323424","2.8768683314323424","2.8768683314323424","4.775434398651123","4.775434398651123","4.775434398651123"
"1451","2.6224082469940186","2.6224082469940186","2.6224082469940186","2.9630006194114684","2.9630006194114684","2.9630006194114684","3.237788224220276","3.237788224220276","3.237788224220276","2.8900328397750856","2.8900328397750856","2.8900328397750856","4.785008525848388","4.785008525848388","4.785008525848388"
"1452","2.6040063738822936","2.6040063738822936","2.6040063738822936","2.9852646350860597","2.9852646350860597","2.9852646350860597","3.236234426498413","3.236234426498413","3.236234426498413","2.892103683948517","2.892103683948517","2.892103683948517","4.724090266227722","4.724090266227722","4.724090266227722"
"1453","2.622091090679169","2.622091090679169","2.622091090679169","2.9640445590019224","2.9640445590019224","2.9640445590019224","3.2451456904411318","3.2451456904411318","3.2451456904411318","2.8942985773086547","2.8942985773086547","2.8942985773086547","4.784576487541199","4.784576487541199","4.784576487541199"
"1454","2.6089398145675657","2.6089398145675657","2.6089398145675657","2.9846078634262083","2.9846078634262083","2.9846078634262083","3.2332435488700866","3.2332435488700866","3.2332435488700866","2.87863267660141","2.87863267660141","2.87863267660141","4.765533781051635","4.765533781051635","4.765533781051635"
"1455","2.6113491296768188","2.6113491296768188","2.6113491296768188","2.9785628080368043","2.9785628080368043","2.9785628080368043","3.2308685421943664","3.2308685421943664","3.2308685421943664","2.892240571975708","2.892240571975708","2.892240571975708","4.774474048614502","4.774474048614502","4.774474048614502"
"1456","2.613399529457092","2.613399529457092","2.613399529457092","2.983066034317017","2.983066034317017","2.983066034317017","3.2362921118736265","3.2362921118736265","3.2362921118736265","2.8946892261505126","2.8946892261505126","2.8946892261505126","4.777752447128296","4.777752447128296","4.777752447128296"
"1457","2.6112573981285094","2.6112573981285094","2.6112573981285094","2.974071502685547","2.974071502685547","2.974071502685547","3.2415003657341","3.2415003657341","3.2415003657341","2.893515920639038","2.893515920639038","2.893515920639038","4.797770428657532","4.797770428657532","4.797770428657532"
"1458","2.600849175453186","2.600849175453186","2.600849175453186","2.995760917663574","2.995760917663574","2.995760917663574","3.2219271779060366","3.2219271779060366","3.2219271779060366","2.8857720494270325","2.8857720494270325","2.8857720494270325","4.749143123626709","4.749143123626709","4.749143123626709"
"1459","2.618164670467377","2.618164670467377","2.618164670467377","2.992852735519409","2.992852735519409","2.992852735519409","3.22826611995697","3.22826611995697","3.22826611995697","2.895292854309082","2.895292854309082","2.895292854309082","4.79442036151886","4.79442036151886","4.79442036151886"
"1460","2.6266895055770876","2.6266895055770876","2.6266895055770876","2.985391342639923","2.985391342639923","2.985391342639923","3.2396512269973754","3.2396512269973754","3.2396512269973754","2.8928197741508486","2.8928197741508486","2.8928197741508486","4.753844213485718","4.753844213485718","4.753844213485718"
"1461","2.6042256236076353","2.6042256236076353","2.6042256236076353","2.9763527035713198","2.9763527035713198","2.9763527035713198","3.2452509880065916","3.2452509880065916","3.2452509880065916","2.9088742613792418","2.9088742613792418","2.9088742613792418","4.762247943878174","4.762247943878174","4.762247943878174"
"1462","2.615435338020325","2.615435338020325","2.615435338020325","2.976970744132996","2.976970744132996","2.976970744132996","3.227957034111023","3.227957034111023","3.227957034111023","2.9030568599700928","2.9030568599700928","2.9030568599700928","4.792327809333801","4.792327809333801","4.792327809333801"
"1463","2.6138226270675657","2.6138226270675657","2.6138226270675657","2.9775820136070252","2.9775820136070252","2.9775820136070252","3.2377412796020506","3.2377412796020506","3.2377412796020506","2.8886565566062927","2.8886565566062927","2.8886565566062927","4.803799867630005","4.803799867630005","4.803799867630005"
"1464","2.6024669647216796","2.6024669647216796","2.6024669647216796","2.9748852252960205","2.9748852252960205","2.9748852252960205","3.233391010761261","3.233391010761261","3.233391010761261","2.8966716051101686","2.8966716051101686","2.8966716051101686","4.789050602912903","4.789050602912903","4.789050602912903"
"1465","2.60840562582016","2.60840562582016","2.60840562582016","2.9941427230834963","2.9941427230834963","2.9941427230834963","3.2314387917518617","3.2314387917518617","3.2314387917518617","2.887053668498993","2.887053668498993","2.887053668498993","4.779094243049622","4.779094243049622","4.779094243049622"
"1466","2.5972648739814757","2.5972648739814757","2.5972648739814757","2.9821616053581237","2.9821616053581237","2.9821616053581237","3.2037832736968994","3.2037832736968994","3.2037832736968994","2.8739864945411684","2.8739864945411684","2.8739864945411684","4.7681283235549925","4.7681283235549925","4.7681283235549925"
"1467","2.64137841463089","2.64137841463089","2.64137841463089","2.980527424812317","2.980527424812317","2.980527424812317","3.244291830062866","3.244291830062866","3.244291830062866","2.898243236541748","2.898243236541748","2.898243236541748","4.799084424972534","4.799084424972534","4.799084424972534"
"1468","2.6212324023246767","2.6212324023246767","2.6212324023246767","2.9833755612373354","2.9833755612373354","2.9833755612373354","3.2470805168151857","3.2470805168151857","3.2470805168151857","2.869021773338318","2.869021773338318","2.869021773338318","4.767144274711609","4.767144274711609","4.767144274711609"
"1469","2.5938469886779787","2.5938469886779787","2.5938469886779787","2.9935818791389464","2.9935818791389464","2.9935818791389464","3.2378092408180237","3.2378092408180237","3.2378092408180237","2.877372086048126","2.877372086048126","2.877372086048126","4.737162947654724","4.737162947654724","4.737162947654724"
"1470","2.628839671611786","2.628839671611786","2.628839671611786","2.965476655960083","2.965476655960083","2.965476655960083","3.214678502082825","3.214678502082825","3.214678502082825","2.893311381340027","2.893311381340027","2.893311381340027","4.759972000122071","4.759972000122071","4.759972000122071"
"1471","2.606883001327515","2.606883001327515","2.606883001327515","2.994791841506958","2.994791841506958","2.994791841506958","3.2253623485565184","3.2253623485565184","3.2253623485565184","2.931408429145813","2.931408429145813","2.931408429145813","4.7522584199905396","4.7522584199905396","4.7522584199905396"
"1472","2.612675976753235","2.612675976753235","2.612675976753235","2.9773937821388246","2.9773937821388246","2.9773937821388246","3.211969518661499","3.211969518661499","3.211969518661499","2.873422157764435","2.873422157764435","2.873422157764435","4.751154208183289","4.751154208183289","4.751154208183289"
"1473","2.6106151819229124","2.6106151819229124","2.6106151819229124","2.98336124420166","2.98336124420166","2.98336124420166","3.2276963710784914","3.2276963710784914","3.2276963710784914","2.8916574478149415","2.8916574478149415","2.8916574478149415","4.762875127792358","4.762875127792358","4.762875127792358"
"1474","2.6174896478652956","2.6174896478652956","2.6174896478652956","2.97064414024353","2.97064414024353","2.97064414024353","3.211800444126129","3.211800444126129","3.211800444126129","2.8921485781669616","2.8921485781669616","2.8921485781669616","4.777725958824158","4.777725958824158","4.777725958824158"
"1475","2.6091320395469664","2.6091320395469664","2.6091320395469664","2.9888741850852965","2.9888741850852965","2.9888741850852965","3.2182713985443114","3.2182713985443114","3.2182713985443114","2.8769473314285277","2.8769473314285277","2.8769473314285277","4.7834898948669435","4.7834898948669435","4.7834898948669435"
"1476","2.6209215760231017","2.6209215760231017","2.6209215760231017","2.975266623497009","2.975266623497009","2.975266623497009","3.2061073422431945","3.2061073422431945","3.2061073422431945","2.879893791675568","2.879893791675568","2.879893791675568","4.7628895998001095","4.7628895998001095","4.7628895998001095"
"1477","2.5969367623329163","2.5969367623329163","2.5969367623329163","2.9684375762939452","2.9684375762939452","2.9684375762939452","3.2196303725242617","3.2196303725242617","3.2196303725242617","2.8713064193725586","2.8713064193725586","2.8713064193725586","4.75432436466217","4.75432436466217","4.75432436466217"
"1478","2.649163341522217","2.649163341522217","2.649163341522217","2.973209011554718","2.973209011554718","2.973209011554718","3.210753917694092","3.210753917694092","3.210753917694092","2.887846302986145","2.887846302986145","2.887846302986145","4.77301435470581","4.77301435470581","4.77301435470581"
"1479","2.6080862641334535","2.6080862641334535","2.6080862641334535","2.9738040804862975","2.9738040804862975","2.9738040804862975","3.242535746097565","3.242535746097565","3.242535746097565","2.904050850868225","2.904050850868225","2.904050850868225","4.765246391296387","4.765246391296387","4.765246391296387"
"1480","2.618984043598175","2.618984043598175","2.618984043598175","2.967175245285034","2.967175245285034","2.967175245285034","3.2174177050590513","3.2174177050590513","3.2174177050590513","2.9026557326316835","2.9026557326316835","2.9026557326316835","4.789429616928101","4.789429616928101","4.789429616928101"
"1481","2.6011425137519835","2.6011425137519835","2.6011425137519835","2.9836117148399355","2.9836117148399355","2.9836117148399355","3.222787094116211","3.222787094116211","3.222787094116211","2.859740197658539","2.859740197658539","2.859740197658539","4.767882394790649","4.767882394790649","4.767882394790649"
"1482","2.6036863684654237","2.6036863684654237","2.6036863684654237","2.9653943300247194","2.9653943300247194","2.9653943300247194","3.206905746459961","3.206905746459961","3.206905746459961","2.8621116876602173","2.8621116876602173","2.8621116876602173","4.769723892211914","4.769723892211914","4.769723892211914"
"1483","2.614156484603882","2.614156484603882","2.614156484603882","2.969188892841339","2.969188892841339","2.969188892841339","3.2210764646530152","3.2210764646530152","3.2210764646530152","2.8378456592559815","2.8378456592559815","2.8378456592559815","4.791883206367492","4.791883206367492","4.791883206367492"
"1484","2.6106529712677","2.6106529712677","2.6106529712677","2.94303697347641","2.94303697347641","2.94303697347641","3.1959815979003907","3.1959815979003907","3.1959815979003907","2.8899080872535707","2.8899080872535707","2.8899080872535707","4.752627420425415","4.752627420425415","4.752627420425415"
"1485","2.6182411432266237","2.6182411432266237","2.6182411432266237","2.9669018745422364","2.9669018745422364","2.9669018745422364","3.2196617484092713","3.2196617484092713","3.2196617484092713","2.882012057304382","2.882012057304382","2.882012057304382","4.751957631111145","4.751957631111145","4.751957631111145"
"1486","2.6085149884223937","2.6085149884223937","2.6085149884223937","2.9500319838523863","2.9500319838523863","2.9500319838523863","3.2151927947998047","3.2151927947998047","3.2151927947998047","2.8892410516738893","2.8892410516738893","2.8892410516738893","4.7716446876525875","4.7716446876525875","4.7716446876525875"
"1487","2.626592481136322","2.626592481136322","2.626592481136322","2.964298629760742","2.964298629760742","2.964298629760742","3.2110549330711367","3.2110549330711367","3.2110549330711367","2.868525528907776","2.868525528907776","2.868525528907776","4.750703263282776","4.750703263282776","4.750703263282776"
"1488","2.600327122211456","2.600327122211456","2.600327122211456","2.9562347888946534","2.9562347888946534","2.9562347888946534","3.222858655452728","3.222858655452728","3.222858655452728","2.899605762958527","2.899605762958527","2.899605762958527","4.7464994430542","4.7464994430542","4.7464994430542"
"1489","2.603271746635437","2.603271746635437","2.603271746635437","2.9531423568725588","2.9531423568725588","2.9531423568725588","3.2167861342430113","3.2167861342430113","3.2167861342430113","2.909486210346222","2.909486210346222","2.909486210346222","4.742038297653198","4.742038297653198","4.742038297653198"
"1490","2.6228822588920595","2.6228822588920595","2.6228822588920595","2.9639678597450256","2.9639678597450256","2.9639678597450256","3.212615978717804","3.212615978717804","3.212615978717804","2.8815146923065185","2.8815146923065185","2.8815146923065185","4.745612478256225","4.745612478256225","4.745612478256225"
"1491","2.6127224922180177","2.6127224922180177","2.6127224922180177","2.9788143634796143","2.9788143634796143","2.9788143634796143","3.2109634280204773","3.2109634280204773","3.2109634280204773","2.8772149324417113","2.8772149324417113","2.8772149324417113","4.770286607742309","4.770286607742309","4.770286607742309"
"1492","2.612671363353729","2.612671363353729","2.612671363353729","2.963734436035156","2.963734436035156","2.963734436035156","3.2059094429016115","3.2059094429016115","3.2059094429016115","2.8915924429893494","2.8915924429893494","2.8915924429893494","4.75914454460144","4.75914454460144","4.75914454460144"
"1493","2.6210088968276977","2.6210088968276977","2.6210088968276977","2.9541701793670656","2.9541701793670656","2.9541701793670656","3.2095586180686952","3.2095586180686952","3.2095586180686952","2.888431799411774","2.888431799411774","2.888431799411774","4.760026907920837","4.760026907920837","4.760026907920837"
"1494","2.597186875343323","2.597186875343323","2.597186875343323","2.9732733368873596","2.9732733368873596","2.9732733368873596","3.219165873527527","3.219165873527527","3.219165873527527","2.8655800819396973","2.8655800819396973","2.8655800819396973","4.74631085395813","4.74631085395813","4.74631085395813"
"1495","2.6053256750106812","2.6053256750106812","2.6053256750106812","2.9839254140853884","2.9839254140853884","2.9839254140853884","3.1998162150382994","3.1998162150382994","3.1998162150382994","2.8993698358535767","2.8993698358535767","2.8993698358535767","4.745669603347778","4.745669603347778","4.745669603347778"
"1496","2.610458505153656","2.610458505153656","2.610458505153656","2.95447233915329","2.95447233915329","2.95447233915329","3.221151518821716","3.221151518821716","3.221151518821716","2.883115994930267","2.883115994930267","2.883115994930267","4.758229756355286","4.758229756355286","4.758229756355286"
"1497","2.5956173658370973","2.5956173658370973","2.5956173658370973","2.958107030391693","2.958107030391693","2.958107030391693","3.198941004276276","3.198941004276276","3.198941004276276","2.871104192733765","2.871104192733765","2.871104192733765","4.72670693397522","4.72670693397522","4.72670693397522"
"1498","2.6008139967918398","2.6008139967918398","2.6008139967918398","2.9637882590293883","2.9637882590293883","2.9637882590293883","3.2119314670562744","3.2119314670562744","3.2119314670562744","2.8916953086853026","2.8916953086853026","2.8916953086853026","4.762358856201172","4.762358856201172","4.762358856201172"
"1499","2.6059090375900267","2.6059090375900267","2.6059090375900267","2.961244523525238","2.961244523525238","2.961244523525238","3.2183056473731995","3.2183056473731995","3.2183056473731995","2.8967204451560975","2.8967204451560975","2.8967204451560975","4.747978043556214","4.747978043556214","4.747978043556214"
"1500","2.5983160853385927","2.5983160853385927","2.5983160853385927","2.952850139141083","2.952850139141083","2.952850139141083","3.207365846633911","3.207365846633911","3.207365846633911","2.8660478711128237","2.8660478711128237","2.8660478711128237","4.771791934967041","4.771791934967041","4.771791934967041"
"1501","2.6126118421554567","2.6126118421554567","2.6126118421554567","2.952570903301239","2.952570903301239","2.952570903301239","3.2007774233818056","3.2007774233818056","3.2007774233818056","2.877879524230957","2.877879524230957","2.877879524230957","4.771615672111511","4.771615672111511","4.771615672111511"
"1502","2.5892669916152955","2.5892669916152955","2.5892669916152955","2.961430382728577","2.961430382728577","2.961430382728577","3.2104785442352295","3.2104785442352295","3.2104785442352295","2.887883448600769","2.887883448600769","2.887883448600769","4.757953453063965","4.757953453063965","4.757953453063965"
"1503","2.6311976313591003","2.6311976313591003","2.6311976313591003","2.984443962574005","2.984443962574005","2.984443962574005","3.205927848815918","3.205927848815918","3.205927848815918","2.8682092308998106","2.8682092308998106","2.8682092308998106","4.771238970756531","4.771238970756531","4.771238970756531"
"1504","2.6057562589645387","2.6057562589645387","2.6057562589645387","2.9723575711250305","2.9723575711250305","2.9723575711250305","3.23815256357193","3.23815256357193","3.23815256357193","2.8872549176216125","2.8872549176216125","2.8872549176216125","4.76673195362091","4.76673195362091","4.76673195362091"
"1505","2.591226506233215","2.591226506233215","2.591226506233215","2.9442758917808534","2.9442758917808534","2.9442758917808534","3.2198873162269592","3.2198873162269592","3.2198873162269592","2.890068781375885","2.890068781375885","2.890068781375885","4.761558842658997","4.761558842658997","4.761558842658997"
"1506","2.598174345493317","2.598174345493317","2.598174345493317","2.976073849201202","2.976073849201202","2.976073849201202","3.208539593219757","3.208539593219757","3.208539593219757","2.8709746956825257","2.8709746956825257","2.8709746956825257","4.766533064842224","4.766533064842224","4.766533064842224"
"1507","2.6162840247154238","2.6162840247154238","2.6162840247154238","2.953187370300293","2.953187370300293","2.953187370300293","3.2178817629814147","3.2178817629814147","3.2178817629814147","2.8902767062187196","2.8902767062187196","2.8902767062187196","4.741757822036743","4.741757822036743","4.741757822036743"
"1508","2.628170645236969","2.628170645236969","2.628170645236969","2.959531009197235","2.959531009197235","2.959531009197235","3.221594750881195","3.221594750881195","3.221594750881195","2.8860154032707213","2.8860154032707213","2.8860154032707213","4.7692135095596315","4.7692135095596315","4.7692135095596315"
"1509","2.609335458278656","2.609335458278656","2.609335458278656","2.96290043592453","2.96290043592453","2.96290043592453","3.2092955827713014","3.2092955827713014","3.2092955827713014","2.886635732650757","2.886635732650757","2.886635732650757","4.725952363014221","4.725952363014221","4.725952363014221"
"1510","2.6014715790748597","2.6014715790748597","2.6014715790748597","2.961264967918396","2.961264967918396","2.961264967918396","3.2185638308525086","3.2185638308525086","3.2185638308525086","2.880956494808197","2.880956494808197","2.880956494808197","4.764596939086914","4.764596939086914","4.764596939086914"
"1511","2.611654579639435","2.611654579639435","2.611654579639435","2.9681830167770387","2.9681830167770387","2.9681830167770387","3.208364987373352","3.208364987373352","3.208364987373352","2.8762047290802","2.8762047290802","2.8762047290802","4.756128859519959","4.756128859519959","4.756128859519959"
"1512","2.5936164975166323","2.5936164975166323","2.5936164975166323","2.965090012550354","2.965090012550354","2.965090012550354","3.215258252620697","3.215258252620697","3.215258252620697","2.895883250236511","2.895883250236511","2.895883250236511","4.744190192222595","4.744190192222595","4.744190192222595"
"1513","2.6108315229415893","2.6108315229415893","2.6108315229415893","2.97277318239212","2.97277318239212","2.97277318239212","3.2276044607162477","3.2276044607162477","3.2276044607162477","2.8816664934158327","2.8816664934158327","2.8816664934158327","4.738103818893433","4.738103818893433","4.738103818893433"
"1514","2.601069247722626","2.601069247722626","2.601069247722626","2.951626169681549","2.951626169681549","2.951626169681549","3.191685342788696","3.191685342788696","3.191685342788696","2.8831541657447817","2.8831541657447817","2.8831541657447817","4.76611180305481","4.76611180305481","4.76611180305481"
"1515","2.611779177188873","2.611779177188873","2.611779177188873","2.965331566333771","2.965331566333771","2.965331566333771","3.1913045048713684","3.1913045048713684","3.1913045048713684","2.875209391117096","2.875209391117096","2.875209391117096","4.761637711524964","4.761637711524964","4.761637711524964"
"1516","2.605330777168274","2.605330777168274","2.605330777168274","2.952808749675751","2.952808749675751","2.952808749675751","3.2091963291168213","3.2091963291168213","3.2091963291168213","2.881815755367279","2.881815755367279","2.881815755367279","4.752436375617981","4.752436375617981","4.752436375617981"
"1517","2.606510138511658","2.606510138511658","2.606510138511658","2.9474095821380617","2.9474095821380617","2.9474095821380617","3.206549334526062","3.206549334526062","3.206549334526062","2.8763263463974","2.8763263463974","2.8763263463974","4.754161095619201","4.754161095619201","4.754161095619201"
"1518","2.616247594356537","2.616247594356537","2.616247594356537","2.965194857120514","2.965194857120514","2.965194857120514","3.2012321949005127","3.2012321949005127","3.2012321949005127","2.8814852118492125","2.8814852118492125","2.8814852118492125","4.74268536567688","4.74268536567688","4.74268536567688"
"1519","2.6052488327026366","2.6052488327026366","2.6052488327026366","2.9491313219070436","2.9491313219070436","2.9491313219070436","3.195870506763458","3.195870506763458","3.195870506763458","2.899124014377594","2.899124014377594","2.899124014377594","4.774610471725464","4.774610471725464","4.774610471725464"
"1520","2.62119859457016","2.62119859457016","2.62119859457016","2.9844501495361326","2.9844501495361326","2.9844501495361326","3.215363085269928","3.215363085269928","3.215363085269928","2.8817919492721558","2.8817919492721558","2.8817919492721558","4.73388454914093","4.73388454914093","4.73388454914093"
"1521","2.623591935634613","2.623591935634613","2.623591935634613","2.961474287509918","2.961474287509918","2.961474287509918","3.2044992327690123","3.2044992327690123","3.2044992327690123","2.9213136553764345","2.9213136553764345","2.9213136553764345","4.777368521690368","4.777368521690368","4.777368521690368"
"1522","2.6032251000404356","2.6032251000404356","2.6032251000404356","2.9464241743087767","2.9464241743087767","2.9464241743087767","3.1977256894111634","3.1977256894111634","3.1977256894111634","2.8972264647483827","2.8972264647483827","2.8972264647483827","4.711700797080994","4.711700797080994","4.711700797080994"
"1523","2.6078153014183045","2.6078153014183045","2.6078153014183045","2.948812425136566","2.948812425136566","2.948812425136566","3.2238281607627868","3.2238281607627868","3.2238281607627868","2.8533084630966186","2.8533084630966186","2.8533084630966186","4.7465975999832155","4.7465975999832155","4.7465975999832155"
"1524","2.5927281498909","2.5927281498909","2.5927281498909","2.9419419884681703","2.9419419884681703","2.9419419884681703","3.2085325956344604","3.2085325956344604","3.2085325956344604","2.877722203731537","2.877722203731537","2.877722203731537","4.763419198989868","4.763419198989868","4.763419198989868"
"1525","2.610421562194824","2.610421562194824","2.610421562194824","2.9765498638153076","2.9765498638153076","2.9765498638153076","3.1994128704071043","3.1994128704071043","3.1994128704071043","2.8814398646354675","2.8814398646354675","2.8814398646354675","4.7625723600387575","4.7625723600387575","4.7625723600387575"
"1526","2.590711069107056","2.590711069107056","2.590711069107056","2.95492228269577","2.95492228269577","2.95492228269577","3.2057005286216738","3.2057005286216738","3.2057005286216738","2.882456648349762","2.882456648349762","2.882456648349762","4.740536189079284","4.740536189079284","4.740536189079284"
"1527","2.6150130152702333","2.6150130152702333","2.6150130152702333","2.947699320316315","2.947699320316315","2.947699320316315","3.207522618770599","3.207522618770599","3.207522618770599","2.8827975392341614","2.8827975392341614","2.8827975392341614","4.751121568679809","4.751121568679809","4.751121568679809"
"1528","2.615134263038635","2.615134263038635","2.615134263038635","2.9554316878318785","2.9554316878318785","2.9554316878318785","3.2019116997718813","3.2019116997718813","3.2019116997718813","2.872909951210022","2.872909951210022","2.872909951210022","4.764410066604614","4.764410066604614","4.764410066604614"
"1529","2.5785960793495177","2.5785960793495177","2.5785960793495177","2.952738344669342","2.952738344669342","2.952738344669342","3.2000065088272094","3.2000065088272094","3.2000065088272094","2.8848025679588316","2.8848025679588316","2.8848025679588316","4.73665680885315","4.73665680885315","4.73665680885315"
"1530","2.6089988946914673","2.6089988946914673","2.6089988946914673","2.947290635108948","2.947290635108948","2.947290635108948","3.1881470918655395","3.1881470918655395","3.1881470918655395","2.8826963901519775","2.8826963901519775","2.8826963901519775","4.751365733146668","4.751365733146668","4.751365733146668"
"1531","2.599484610557556","2.599484610557556","2.599484610557556","2.9426960349082947","2.9426960349082947","2.9426960349082947","3.208136773109436","3.208136773109436","3.208136773109436","2.886510133743286","2.886510133743286","2.886510133743286","4.7460877180099486","4.7460877180099486","4.7460877180099486"
"1532","2.60590900182724","2.60590900182724","2.60590900182724","2.9605788707733156","2.9605788707733156","2.9605788707733156","3.1968745589256287","3.1968745589256287","3.1968745589256287","2.8876984238624575","2.8876984238624575","2.8876984238624575","4.761062240600586","4.761062240600586","4.761062240600586"
"1533","2.59152615070343","2.59152615070343","2.59152615070343","2.9610816478729247","2.9610816478729247","2.9610816478729247","3.216847550868988","3.216847550868988","3.216847550868988","2.8806753635406492","2.8806753635406492","2.8806753635406492","4.7306922435760494","4.7306922435760494","4.7306922435760494"
"1534","2.590260863304138","2.590260863304138","2.590260863304138","2.955384087562561","2.955384087562561","2.955384087562561","3.207099723815918","3.207099723815918","3.207099723815918","2.880975091457367","2.880975091457367","2.880975091457367","4.739938473701477","4.739938473701477","4.739938473701477"
"1535","2.60582857131958","2.60582857131958","2.60582857131958","2.9434613585472107","2.9434613585472107","2.9434613585472107","3.1991761565208434","3.1991761565208434","3.1991761565208434","2.882393109798431","2.882393109798431","2.882393109798431","4.74805097579956","4.74805097579956","4.74805097579956"
"1536","2.592964804172516","2.592964804172516","2.592964804172516","2.940581274032593","2.940581274032593","2.940581274032593","3.2025938630104065","3.2025938630104065","3.2025938630104065","2.8789438128471376","2.8789438128471376","2.8789438128471376","4.7461646556854244","4.7461646556854244","4.7461646556854244"
"1537","2.614027667045593","2.614027667045593","2.614027667045593","2.9402069449424744","2.9402069449424744","2.9402069449424744","3.202106535434723","3.202106535434723","3.202106535434723","2.8813311219215394","2.8813311219215394","2.8813311219215394","4.745615482330322","4.745615482330322","4.745615482330322"
"1538","2.580614459514618","2.580614459514618","2.580614459514618","2.962381875514984","2.962381875514984","2.962381875514984","3.2071556448936462","3.2071556448936462","3.2071556448936462","2.8766831874847414","2.8766831874847414","2.8766831874847414","4.730455303192139","4.730455303192139","4.730455303192139"
"1539","2.5931620955467225","2.5931620955467225","2.5931620955467225","2.9174687385559084","2.9174687385559084","2.9174687385559084","3.194941484928131","3.194941484928131","3.194941484928131","2.866296100616455","2.866296100616455","2.866296100616455","4.753985071182251","4.753985071182251","4.753985071182251"
"1540","2.5793125867843627","2.5793125867843627","2.5793125867843627","2.8979962944984434","2.8979962944984434","2.8979962944984434","3.192724180221558","3.192724180221558","3.192724180221558","2.8785637617111206","2.8785637617111206","2.8785637617111206","4.740983366966248","4.740983366966248","4.740983366966248"
"1541","2.5995472073554993","2.5995472073554993","2.5995472073554993","2.929545831680298","2.929545831680298","2.929545831680298","3.197463059425354","3.197463059425354","3.197463059425354","2.8760343551635743","2.8760343551635743","2.8760343551635743","4.726349711418152","4.726349711418152","4.726349711418152"
"1542","2.5913140773773193","2.5913140773773193","2.5913140773773193","2.946184480190277","2.946184480190277","2.946184480190277","3.202285850048065","3.202285850048065","3.202285850048065","2.8908692836761474","2.8908692836761474","2.8908692836761474","4.718107151985168","4.718107151985168","4.718107151985168"
"1543","2.5887919068336487","2.5887919068336487","2.5887919068336487","2.937432622909546","2.937432622909546","2.937432622909546","3.2119744777679444","3.2119744777679444","3.2119744777679444","2.8849411845207213","2.8849411845207213","2.8849411845207213","4.756900191307068","4.756900191307068","4.756900191307068"
"1544","2.5898433208465574","2.5898433208465574","2.5898433208465574","2.9418126702308656","2.9418126702308656","2.9418126702308656","3.2026855826377867","3.2026855826377867","3.2026855826377867","2.871247982978821","2.871247982978821","2.871247982978821","4.748327088356018","4.748327088356018","4.748327088356018"
"1545","2.5990863919258116","2.5990863919258116","2.5990863919258116","2.943227672576904","2.943227672576904","2.943227672576904","3.2134382486343385","3.2134382486343385","3.2134382486343385","2.860222673416138","2.860222673416138","2.860222673416138","4.7158760070800785","4.7158760070800785","4.7158760070800785"
"1546","2.591721701622009","2.591721701622009","2.591721701622009","2.9333612084388734","2.9333612084388734","2.9333612084388734","3.2259088516235352","3.2259088516235352","3.2259088516235352","2.887435281276703","2.887435281276703","2.887435281276703","4.751093935966492","4.751093935966492","4.751093935966492"
"1547","2.5884079575538634","2.5884079575538634","2.5884079575538634","2.9491107940673826","2.9491107940673826","2.9491107940673826","3.1952581882476805","3.1952581882476805","3.1952581882476805","2.880121386051178","2.880121386051178","2.880121386051178","4.722641324996948","4.722641324996948","4.722641324996948"
"1548","2.590178573131561","2.590178573131561","2.590178573131561","2.917823624610901","2.917823624610901","2.917823624610901","3.1915625810623167","3.1915625810623167","3.1915625810623167","2.8668513655662538","2.8668513655662538","2.8668513655662538","4.713676023483276","4.713676023483276","4.713676023483276"
"1549","2.591706097126007","2.591706097126007","2.591706097126007","2.916721832752228","2.916721832752228","2.916721832752228","3.1961740612983705","3.1961740612983705","3.1961740612983705","2.880735230445862","2.880735230445862","2.880735230445862","4.769561982154846","4.769561982154846","4.769561982154846"
