"Step","no-actors 1, 300 (2024-01-03 20:59) - RL_1_SAC Mean Price","no-actors 1, 300 (2024-01-03 20:59) - RL_1_SAC Mean Price__MIN","no-actors 1, 300 (2024-01-03 20:59) - RL_1_SAC Mean Price__MAX","no-actors 1, 200 (2024-01-03 18:53) - RL_1_SAC Mean Price","no-actors 1, 200 (2024-01-03 18:53) - RL_1_SAC Mean Price__MIN","no-actors 1, 200 (2024-01-03 18:53) - RL_1_SAC Mean Price__MAX","no-actors 1, 100 (2024-01-03 16:49) - RL_1_SAC Mean Price","no-actors 1, 100 (2024-01-03 16:49) - RL_1_SAC Mean Price__MIN","no-actors 1, 100 (2024-01-03 16:49) - RL_1_SAC Mean Price__MAX","no-actors 1, half cars (2024-01-03 07:36) - RL_1_SAC Mean Price","no-actors 1, half cars (2024-01-03 07:36) - RL_1_SAC Mean Price__MIN","no-actors 1, half cars (2024-01-03 07:36) - RL_1_SAC Mean Price__MAX","no-actors 1 (2024-01-03 05:46) - RL_1_SAC Mean Price","no-actors 1 (2024-01-03 05:46) - RL_1_SAC Mean Price__MIN","no-actors 1 (2024-01-03 05:46) - RL_1_SAC Mean Price__MAX"
"11","8.995816624164581","8.995816624164581","8.995816624164581","8.949581408500672","8.949581408500672","8.949581408500672","9.059223985671997","9.059223985671997","9.059223985671997","8.862066102027892","8.862066102027892","8.862066102027892","8.950617134571075","8.950617134571075","8.950617134571075"
"12","9.755428409576416","9.755428409576416","9.755428409576416","9.633543419837952","9.633543419837952","9.633543419837952","9.786961269378661","9.786961269378661","9.786961269378661","9.700528144836426","9.700528144836426","9.700528144836426","9.906618404388428","9.906618404388428","9.906618404388428"
"13","9.72514786720276","9.72514786720276","9.72514786720276","9.560755491256714","9.560755491256714","9.560755491256714","9.592548656463624","9.592548656463624","9.592548656463624","9.399980640411377","9.399980640411377","9.399980640411377","9.744352531433105","9.744352531433105","9.744352531433105"
"14","6.384373569488526","6.384373569488526","6.384373569488526","7.7671537637710575","7.7671537637710575","7.7671537637710575","7.736245107650757","7.736245107650757","7.736245107650757","6.76056832075119","6.76056832075119","6.76056832075119","6.523588919639588","6.523588919639588","6.523588919639588"
"15","3.146342933177948","3.146342933177948","3.146342933177948","3.477071762084961","3.477071762084961","3.477071762084961","5.63651260137558","5.63651260137558","5.63651260137558","4.215507781505584","4.215507781505584","4.215507781505584","4.293650376796722","4.293650376796722","4.293650376796722"
"16","3.777138042449951","3.777138042449951","3.777138042449951","4.582716858386993","4.582716858386993","4.582716858386993","4.829949045181275","4.829949045181275","4.829949045181275","3.0677907705307006","3.0677907705307006","3.0677907705307006","5.007297611236572","5.007297611236572","5.007297611236572"
"17","2.6796518921852113","2.6796518921852113","2.6796518921852113","3.609407424926758","3.609407424926758","3.609407424926758","5.302425587177277","5.302425587177277","5.302425587177277","3.389412152767181","3.389412152767181","3.389412152767181","4.3027640104293825","4.3027640104293825","4.3027640104293825"
"18","2.9547769904136656","2.9547769904136656","2.9547769904136656","3.2887024879455566","3.2887024879455566","3.2887024879455566","4.424072670936584","4.424072670936584","4.424072670936584","3.3757471561431887","3.3757471561431887","3.3757471561431887","4.1055673360824585","4.1055673360824585","4.1055673360824585"
"19","2.6900893092155456","2.6900893092155456","2.6900893092155456","3.438760256767273","3.438760256767273","3.438760256767273","4.503758561611176","4.503758561611176","4.503758561611176","3.496088457107544","3.496088457107544","3.496088457107544","4.600425386428833","4.600425386428833","4.600425386428833"
"20","3.3452248096466066","3.3452248096466066","3.3452248096466066","3.8306413531303405","3.8306413531303405","3.8306413531303405","4.3577041864395145","4.3577041864395145","4.3577041864395145","3.549020504951477","3.549020504951477","3.549020504951477","4.524331784248352","4.524331784248352","4.524331784248352"
"21","3.073727858066559","3.073727858066559","3.073727858066559","3.7796491742134095","3.7796491742134095","3.7796491742134095","4.3445258140563965","4.3445258140563965","4.3445258140563965","3.6459528684616087","3.6459528684616087","3.6459528684616087","4.51525331735611","4.51525331735611","4.51525331735611"
"22","3.1404175400733947","3.1404175400733947","3.1404175400733947","3.873364734649658","3.873364734649658","3.873364734649658","4.294413948059082","4.294413948059082","4.294413948059082","3.622616934776306","3.622616934776306","3.622616934776306","4.489746725559234","4.489746725559234","4.489746725559234"
"23","3.1480828404426573","3.1480828404426573","3.1480828404426573","4.102619576454162","4.102619576454162","4.102619576454162","4.083710241317749","4.083710241317749","4.083710241317749","3.5222467184066772","3.5222467184066772","3.5222467184066772","4.59013340473175","4.59013340473175","4.59013340473175"
"24","3.2503395557403563","3.2503395557403563","3.2503395557403563","3.9713948130607606","3.9713948130607606","3.9713948130607606","4.3840164065361025","4.3840164065361025","4.3840164065361025","3.606675159931183","3.606675159931183","3.606675159931183","4.565849804878235","4.565849804878235","4.565849804878235"
"25","3.4186962723731993","3.4186962723731993","3.4186962723731993","3.999147391319275","3.999147391319275","3.999147391319275","4.205499601364136","4.205499601364136","4.205499601364136","3.6886318206787108","3.6886318206787108","3.6886318206787108","4.647755646705628","4.647755646705628","4.647755646705628"
"26","3.297875773906708","3.297875773906708","3.297875773906708","3.831479012966156","3.831479012966156","3.831479012966156","4.4216636419296265","4.4216636419296265","4.4216636419296265","3.5791462898254394","3.5791462898254394","3.5791462898254394","4.501574099063873","4.501574099063873","4.501574099063873"
"27","3.488491117954254","3.488491117954254","3.488491117954254","3.9476924896240235","3.9476924896240235","3.9476924896240235","4.183586037158966","4.183586037158966","4.183586037158966","3.5270931482315064","3.5270931482315064","3.5270931482315064","4.756332278251648","4.756332278251648","4.756332278251648"
"28","3.4640549421310425","3.4640549421310425","3.4640549421310425","3.810210335254669","3.810210335254669","3.810210335254669","4.333685314655304","4.333685314655304","4.333685314655304","3.46385315656662","3.46385315656662","3.46385315656662","4.533862376213074","4.533862376213074","4.533862376213074"
"29","3.539429044723511","3.539429044723511","3.539429044723511","3.786728549003601","3.786728549003601","3.786728549003601","4.227836608886719","4.227836608886719","4.227836608886719","3.5522164940834045","3.5522164940834045","3.5522164940834045","4.587527441978454","4.587527441978454","4.587527441978454"
"30","3.4119867205619814","3.4119867205619814","3.4119867205619814","3.9579599380493162","3.9579599380493162","3.9579599380493162","4.247493541240692","4.247493541240692","4.247493541240692","3.6251159071922303","3.6251159071922303","3.6251159071922303","4.669377708435059","4.669377708435059","4.669377708435059"
"31","3.444785177707672","3.444785177707672","3.444785177707672","3.816228175163269","3.816228175163269","3.816228175163269","4.229840588569641","4.229840588569641","4.229840588569641","3.399095964431763","3.399095964431763","3.399095964431763","4.54768875837326","4.54768875837326","4.54768875837326"
"32","3.330479609966278","3.330479609966278","3.330479609966278","3.657923996448517","3.657923996448517","3.657923996448517","4.160218060016632","4.160218060016632","4.160218060016632","3.526422917842865","3.526422917842865","3.526422917842865","4.737636470794678","4.737636470794678","4.737636470794678"
"33","3.4699922680854796","3.4699922680854796","3.4699922680854796","3.777644598484039","3.777644598484039","3.777644598484039","4.294468712806702","4.294468712806702","4.294468712806702","3.550643002986908","3.550643002986908","3.550643002986908","4.788422393798828","4.788422393798828","4.788422393798828"
"34","3.4049315452575684","3.4049315452575684","3.4049315452575684","3.6405272841453553","3.6405272841453553","3.6405272841453553","4.371673512458801","4.371673512458801","4.371673512458801","3.5101327657699586","3.5101327657699586","3.5101327657699586","4.512548923492432","4.512548923492432","4.512548923492432"
"35","3.3959325313568116","3.3959325313568116","3.3959325313568116","3.8454497337341307","3.8454497337341307","3.8454497337341307","4.439460909366607","4.439460909366607","4.439460909366607","3.4227454543113707","3.4227454543113707","3.4227454543113707","4.426295590400696","4.426295590400696","4.426295590400696"
"36","3.360902714729309","3.360902714729309","3.360902714729309","3.7609344124794006","3.7609344124794006","3.7609344124794006","4.39874804019928","4.39874804019928","4.39874804019928","3.4800524592399595","3.4800524592399595","3.4800524592399595","4.635721063613891","4.635721063613891","4.635721063613891"
"37","3.264263093471527","3.264263093471527","3.264263093471527","3.7355347275733948","3.7355347275733948","3.7355347275733948","4.316797971725464","4.316797971725464","4.316797971725464","3.5690850734710695","3.5690850734710695","3.5690850734710695","4.500903153419495","4.500903153419495","4.500903153419495"
"38","3.4624380111694335","3.4624380111694335","3.4624380111694335","3.9488728165626528","3.9488728165626528","3.9488728165626528","4.245427620410919","4.245427620410919","4.245427620410919","3.521502697467804","3.521502697467804","3.521502697467804","4.657519578933716","4.657519578933716","4.657519578933716"
"39","3.321234130859375","3.321234130859375","3.321234130859375","3.682982933521271","3.682982933521271","3.682982933521271","4.3630390644073485","4.3630390644073485","4.3630390644073485","3.4656390070915224","3.4656390070915224","3.4656390070915224","4.519581413269043","4.519581413269043","4.519581413269043"
"40","3.362529146671295","3.362529146671295","3.362529146671295","3.8145267844200133","3.8145267844200133","3.8145267844200133","4.389704644680023","4.389704644680023","4.389704644680023","3.36847665309906","3.36847665309906","3.36847665309906","4.623814249038697","4.623814249038697","4.623814249038697"
"41","3.3964006185531614","3.3964006185531614","3.3964006185531614","3.6330132365226744","3.6330132365226744","3.6330132365226744","4.353332161903381","4.353332161903381","4.353332161903381","3.5132436990737914","3.5132436990737914","3.5132436990737914","4.615578603744507","4.615578603744507","4.615578603744507"
"42","3.2486246705055235","3.2486246705055235","3.2486246705055235","3.853090596199036","3.853090596199036","3.853090596199036","4.217121338844299","4.217121338844299","4.217121338844299","3.496600878238678","3.496600878238678","3.496600878238678","4.532101964950561","4.532101964950561","4.532101964950561"
"43","3.3985501289367677","3.3985501289367677","3.3985501289367677","3.8418546438217165","3.8418546438217165","3.8418546438217165","4.368577218055725","4.368577218055725","4.368577218055725","3.3404630780220033","3.3404630780220033","3.3404630780220033","4.631960105895996","4.631960105895996","4.631960105895996"
"44","3.249237525463104","3.249237525463104","3.249237525463104","3.804742860794067","3.804742860794067","3.804742860794067","4.463946032524109","4.463946032524109","4.463946032524109","3.442700910568237","3.442700910568237","3.442700910568237","4.640677571296692","4.640677571296692","4.640677571296692"
"45","3.268289065361023","3.268289065361023","3.268289065361023","3.977770709991455","3.977770709991455","3.977770709991455","4.415589058399201","4.415589058399201","4.415589058399201","3.4870945811271667","3.4870945811271667","3.4870945811271667","4.589322566986084","4.589322566986084","4.589322566986084"
"46","3.277464711666107","3.277464711666107","3.277464711666107","3.848001718521118","3.848001718521118","3.848001718521118","4.425874578952789","4.425874578952789","4.425874578952789","3.5371793031692507","3.5371793031692507","3.5371793031692507","4.598344087600708","4.598344087600708","4.598344087600708"
"47","3.3206080198287964","3.3206080198287964","3.3206080198287964","3.7887213945388796","3.7887213945388796","3.7887213945388796","4.398074507713318","4.398074507713318","4.398074507713318","3.4611853122711183","3.4611853122711183","3.4611853122711183","4.659106421470642","4.659106421470642","4.659106421470642"
"48","3.2851132273674013","3.2851132273674013","3.2851132273674013","3.8485832095146177","3.8485832095146177","3.8485832095146177","4.444205701351166","4.444205701351166","4.444205701351166","3.4631807923316957","3.4631807923316957","3.4631807923316957","4.55247004032135","4.55247004032135","4.55247004032135"
"49","3.2213357210159304","3.2213357210159304","3.2213357210159304","3.7542659640312195","3.7542659640312195","3.7542659640312195","4.468115663528442","4.468115663528442","4.468115663528442","3.4485031843185423","3.4485031843185423","3.4485031843185423","4.536950874328613","4.536950874328613","4.536950874328613"
"50","3.2001256227493284","3.2001256227493284","3.2001256227493284","3.8828625440597535","3.8828625440597535","3.8828625440597535","4.542805647850036","4.542805647850036","4.542805647850036","3.478665363788605","3.478665363788605","3.478665363788605","4.7380146980285645","4.7380146980285645","4.7380146980285645"
"51","3.2348764538764954","3.2348764538764954","3.2348764538764954","3.988291049003601","3.988291049003601","3.988291049003601","4.370540535449981","4.370540535449981","4.370540535449981","3.4419273853302004","3.4419273853302004","3.4419273853302004","4.564698112010956","4.564698112010956","4.564698112010956"
"52","3.226271963119507","3.226271963119507","3.226271963119507","3.909695363044739","3.909695363044739","3.909695363044739","4.4582069396972654","4.4582069396972654","4.4582069396972654","3.4528621196746827","3.4528621196746827","3.4528621196746827","4.766945862770081","4.766945862770081","4.766945862770081"
"53","3.250634253025055","3.250634253025055","3.250634253025055","3.88259996175766","3.88259996175766","3.88259996175766","4.442871904373169","4.442871904373169","4.442871904373169","3.3130398988723755","3.3130398988723755","3.3130398988723755","4.68201515674591","4.68201515674591","4.68201515674591"
"54","3.215892732143402","3.215892732143402","3.215892732143402","3.8478932976722717","3.8478932976722717","3.8478932976722717","4.410647869110107","4.410647869110107","4.410647869110107","3.341802787780762","3.341802787780762","3.341802787780762","4.635498285293579","4.635498285293579","4.635498285293579"
"55","3.209626483917236","3.209626483917236","3.209626483917236","4.164640498161316","4.164640498161316","4.164640498161316","4.555625677108765","4.555625677108765","4.555625677108765","3.4320125460624693","3.4320125460624693","3.4320125460624693","4.763061106204987","4.763061106204987","4.763061106204987"
"56","3.2534295558929442","3.2534295558929442","3.2534295558929442","3.8354187607765198","3.8354187607765198","3.8354187607765198","4.411656928062439","4.411656928062439","4.411656928062439","3.4200989961624146","3.4200989961624146","3.4200989961624146","4.765760183334351","4.765760183334351","4.765760183334351"
"57","3.178991997241974","3.178991997241974","3.178991997241974","3.959413301944733","3.959413301944733","3.959413301944733","4.547018241882324","4.547018241882324","4.547018241882324","3.427782642841339","3.427782642841339","3.427782642841339","4.734558844566346","4.734558844566346","4.734558844566346"
"58","3.2323359489440917","3.2323359489440917","3.2323359489440917","3.908803367614746","3.908803367614746","3.908803367614746","4.609736895561218","4.609736895561218","4.609736895561218","3.397978663444519","3.397978663444519","3.397978663444519","4.531006550788879","4.531006550788879","4.531006550788879"
"59","3.1566866040229797","3.1566866040229797","3.1566866040229797","3.9965058088302614","3.9965058088302614","3.9965058088302614","4.5234562158584595","4.5234562158584595","4.5234562158584595","3.3587196469306946","3.3587196469306946","3.3587196469306946","4.708635091781616","4.708635091781616","4.708635091781616"
"60","3.2406823515892027","3.2406823515892027","3.2406823515892027","3.9621718525886536","3.9621718525886536","3.9621718525886536","4.552275133132935","4.552275133132935","4.552275133132935","3.325666439533234","3.325666439533234","3.325666439533234","4.809513878822327","4.809513878822327","4.809513878822327"
"61","3.0969271063804626","3.0969271063804626","3.0969271063804626","3.904569184780121","3.904569184780121","3.904569184780121","4.584547650814057","4.584547650814057","4.584547650814057","3.406393253803253","3.406393253803253","3.406393253803253","4.790476107597351","4.790476107597351","4.790476107597351"
"62","3.123388874530792","3.123388874530792","3.123388874530792","4.10130136013031","4.10130136013031","4.10130136013031","4.586978161334992","4.586978161334992","4.586978161334992","3.3983102202415467","3.3983102202415467","3.3983102202415467","4.787654852867126","4.787654852867126","4.787654852867126"
"63","3.1148902416229247","3.1148902416229247","3.1148902416229247","4.067735362052917","4.067735362052917","4.067735362052917","4.563383603096009","4.563383603096009","4.563383603096009","3.3737664937973024","3.3737664937973024","3.3737664937973024","4.785906600952148","4.785906600952148","4.785906600952148"
"64","3.1722113609313967","3.1722113609313967","3.1722113609313967","4.1110136151313785","4.1110136151313785","4.1110136151313785","4.547721791267395","4.547721791267395","4.547721791267395","3.311785089969635","3.311785089969635","3.311785089969635","4.812590527534485","4.812590527534485","4.812590527534485"
"65","3.1244473576545717","3.1244473576545717","3.1244473576545717","4.072432613372802","4.072432613372802","4.072432613372802","4.545573401451111","4.545573401451111","4.545573401451111","3.3818628072738646","3.3818628072738646","3.3818628072738646","4.803623390197754","4.803623390197754","4.803623390197754"
"66","3.143076014518738","3.143076014518738","3.143076014518738","4.055233645439148","4.055233645439148","4.055233645439148","4.5711507320404055","4.5711507320404055","4.5711507320404055","3.3981818914413453","3.3981818914413453","3.3981818914413453","4.846464371681213","4.846464371681213","4.846464371681213"
"67","3.1100021243095397","3.1100021243095397","3.1100021243095397","3.9339648127555846","3.9339648127555846","3.9339648127555846","4.590903401374817","4.590903401374817","4.590903401374817","3.330655550956726","3.330655550956726","3.330655550956726","4.890969276428223","4.890969276428223","4.890969276428223"
"68","3.1068819761276245","3.1068819761276245","3.1068819761276245","4.149485266208648","4.149485266208648","4.149485266208648","4.554359388351441","4.554359388351441","4.554359388351441","3.294201982021332","3.294201982021332","3.294201982021332","4.867626404762268","4.867626404762268","4.867626404762268"
"69","3.152459645271301","3.152459645271301","3.152459645271301","4.042847669124603","4.042847669124603","4.042847669124603","4.644040298461914","4.644040298461914","4.644040298461914","3.36466361284256","3.36466361284256","3.36466361284256","4.904630851745606","4.904630851745606","4.904630851745606"
"70","3.235237789154053","3.235237789154053","3.235237789154053","4.193901145458222","4.193901145458222","4.193901145458222","4.662208151817322","4.662208151817322","4.662208151817322","3.3511595606803892","3.3511595606803892","3.3511595606803892","4.8688314199447635","4.8688314199447635","4.8688314199447635"
"71","3.126324725151062","3.126324725151062","3.126324725151062","4.037659466266632","4.037659466266632","4.037659466266632","4.686316013336182","4.686316013336182","4.686316013336182","3.301416838169098","3.301416838169098","3.301416838169098","4.869568514823913","4.869568514823913","4.869568514823913"
"72","3.201813018321991","3.201813018321991","3.201813018321991","4.093788480758667","4.093788480758667","4.093788480758667","4.61720290184021","4.61720290184021","4.61720290184021","3.344625508785248","3.344625508785248","3.344625508785248","4.951189303398133","4.951189303398133","4.951189303398133"
"73","3.276705491542816","3.276705491542816","3.276705491542816","4.079865455627441","4.079865455627441","4.079865455627441","4.60606815814972","4.60606815814972","4.60606815814972","3.255679190158844","3.255679190158844","3.255679190158844","4.855963635444641","4.855963635444641","4.855963635444641"
"74","3.1318695187568664","3.1318695187568664","3.1318695187568664","4.127919209003449","4.127919209003449","4.127919209003449","4.559635663032532","4.559635663032532","4.559635663032532","3.325010585784912","3.325010585784912","3.325010585784912","4.9376307964324955","4.9376307964324955","4.9376307964324955"
"75","3.200014078617096","3.200014078617096","3.200014078617096","4.024459087848664","4.024459087848664","4.024459087848664","4.540372049808502","4.540372049808502","4.540372049808502","3.2980517387390136","3.2980517387390136","3.2980517387390136","4.952716445922851","4.952716445922851","4.952716445922851"
"76","3.1548654079437255","3.1548654079437255","3.1548654079437255","4.158504366874695","4.158504366874695","4.158504366874695","4.593216443061829","4.593216443061829","4.593216443061829","3.1912407159805296","3.1912407159805296","3.1912407159805296","4.989992642402649","4.989992642402649","4.989992642402649"
"77","3.2529842972755434","3.2529842972755434","3.2529842972755434","4.028729486465454","4.028729486465454","4.028729486465454","4.550414180755615","4.550414180755615","4.550414180755615","3.3021794319152833","3.3021794319152833","3.3021794319152833","4.952400207519531","4.952400207519531","4.952400207519531"
"78","3.311953866481781","3.311953866481781","3.311953866481781","4.0154512286186215","4.0154512286186215","4.0154512286186215","4.615528035163879","4.615528035163879","4.615528035163879","3.2748530387878416","3.2748530387878416","3.2748530387878416","4.972464370727539","4.972464370727539","4.972464370727539"
"79","3.2296001076698304","3.2296001076698304","3.2296001076698304","3.9368237972259523","3.9368237972259523","3.9368237972259523","4.570962619781494","4.570962619781494","4.570962619781494","3.345064628124237","3.345064628124237","3.345064628124237","4.921064376831055","4.921064376831055","4.921064376831055"
"80","3.2787578105926514","3.2787578105926514","3.2787578105926514","3.937754547595978","3.937754547595978","3.937754547595978","4.568703961372376","4.568703961372376","4.568703961372376","3.288263368606567","3.288263368606567","3.288263368606567","5.031767272949219","5.031767272949219","5.031767272949219"
"81","3.249918580055237","3.249918580055237","3.249918580055237","4.004996275901794","4.004996275901794","4.004996275901794","4.591672003269196","4.591672003269196","4.591672003269196","3.2197062969207764","3.2197062969207764","3.2197062969207764","4.922913217544556","4.922913217544556","4.922913217544556"
"82","3.2705671072006224","3.2705671072006224","3.2705671072006224","4.0098487615585325","4.0098487615585325","4.0098487615585325","4.5998008966445925","4.5998008966445925","4.5998008966445925","3.267351174354553","3.267351174354553","3.267351174354553","4.988593912124633","4.988593912124633","4.988593912124633"
"83","3.293376421928406","3.293376421928406","3.293376421928406","3.9749554991722107","3.9749554991722107","3.9749554991722107","4.528339743614197","4.528339743614197","4.528339743614197","3.235504686832428","3.235504686832428","3.235504686832428","5.029057550430298","5.029057550430298","5.029057550430298"
"84","3.2888849139213563","3.2888849139213563","3.2888849139213563","4.094012713432312","4.094012713432312","4.094012713432312","4.534989929199218","4.534989929199218","4.534989929199218","3.1979580163955688","3.1979580163955688","3.1979580163955688","4.9994584083557125","4.9994584083557125","4.9994584083557125"
"85","3.365464913845062","3.365464913845062","3.365464913845062","3.9096503973007204","3.9096503973007204","3.9096503973007204","4.584892904758453","4.584892904758453","4.584892904758453","3.272259533405304","3.272259533405304","3.272259533405304","5.008046007156372","5.008046007156372","5.008046007156372"
"86","3.3999072551727294","3.3999072551727294","3.3999072551727294","4.040624737739563","4.040624737739563","4.040624737739563","4.578251624107361","4.578251624107361","4.578251624107361","3.1275470495224","3.1275470495224","3.1275470495224","4.973357820510865","4.973357820510865","4.973357820510865"
"87","3.3483593702316283","3.3483593702316283","3.3483593702316283","4.122343456745147","4.122343456745147","4.122343456745147","4.495437693595886","4.495437693595886","4.495437693595886","3.251291072368622","3.251291072368622","3.251291072368622","4.989249444007873","4.989249444007873","4.989249444007873"
"88","3.393523800373077","3.393523800373077","3.393523800373077","3.877659094333649","3.877659094333649","3.877659094333649","4.530227684974671","4.530227684974671","4.530227684974671","3.255702257156372","3.255702257156372","3.255702257156372","5.087581086158752","5.087581086158752","5.087581086158752"
"89","3.269375038146973","3.269375038146973","3.269375038146973","3.864906930923462","3.864906930923462","3.864906930923462","4.542899823188781","4.542899823188781","4.542899823188781","3.212932658195496","3.212932658195496","3.212932658195496","4.932070970535278","4.932070970535278","4.932070970535278"
"90","3.331344521045685","3.331344521045685","3.331344521045685","3.877122128009796","3.877122128009796","3.877122128009796","4.540086817741394","4.540086817741394","4.540086817741394","3.203513193130493","3.203513193130493","3.203513193130493","4.906423711776734","4.906423711776734","4.906423711776734"
"91","3.5128390312194826","3.5128390312194826","3.5128390312194826","3.9283895969390867","3.9283895969390867","3.9283895969390867","4.616229772567749","4.616229772567749","4.616229772567749","3.190242040157318","3.190242040157318","3.190242040157318","4.924570846557617","4.924570846557617","4.924570846557617"
"92","3.4353018403053284","3.4353018403053284","3.4353018403053284","4.0952372550964355","4.0952372550964355","4.0952372550964355","4.488716769218445","4.488716769218445","4.488716769218445","3.2250133395195006","3.2250133395195006","3.2250133395195006","4.976649141311645","4.976649141311645","4.976649141311645"
"93","3.433511209487915","3.433511209487915","3.433511209487915","3.985099136829376","3.985099136829376","3.985099136829376","4.532809495925903","4.532809495925903","4.532809495925903","3.2378422021865845","3.2378422021865845","3.2378422021865845","4.884997463226318","4.884997463226318","4.884997463226318"
"94","3.3820826172828675","3.3820826172828675","3.3820826172828675","3.9927239537239076","3.9927239537239076","3.9927239537239076","4.56900806427002","4.56900806427002","4.56900806427002","3.2262545943260195","3.2262545943260195","3.2262545943260195","4.971957421302795","4.971957421302795","4.971957421302795"
"95","3.349506115913391","3.349506115913391","3.349506115913391","3.9296236276626586","3.9296236276626586","3.9296236276626586","4.562133717536926","4.562133717536926","4.562133717536926","3.163189911842346","3.163189911842346","3.163189911842346","4.9656086444854735","4.9656086444854735","4.9656086444854735"
"96","3.33755943775177","3.33755943775177","3.33755943775177","3.8954143285751344","3.8954143285751344","3.8954143285751344","4.563465595245361","4.563465595245361","4.563465595245361","3.2084807991981505","3.2084807991981505","3.2084807991981505","4.987338352203369","4.987338352203369","4.987338352203369"
"97","3.4474405884742736","3.4474405884742736","3.4474405884742736","3.8634185552597047","3.8634185552597047","3.8634185552597047","4.568291139602661","4.568291139602661","4.568291139602661","3.2495208024978637","3.2495208024978637","3.2495208024978637","4.858042860031128","4.858042860031128","4.858042860031128"
"98","3.4631566524505617","3.4631566524505617","3.4631566524505617","3.86352744102478","3.86352744102478","3.86352744102478","4.52571861743927","4.52571861743927","4.52571861743927","3.1841938376426695","3.1841938376426695","3.1841938376426695","4.91437509059906","4.91437509059906","4.91437509059906"
